CO_CURSO,primeira_geracaon_valido,primeira_geracaon_positivo,primeira_geracao_pct,mae_superiorn_valido,mae_superiorn_positivo,mae_superior_pct,pai_superiorn_valido,pai_superiorn_positivo,pai_superior_pct,renda_ate_3smn_valido,renda_ate_3smn_positivo,renda_ate_3sm_pct,trabalhan_valido,trabalhan_positivo,trabalha_pct,trabalha_40hn_valido,trabalha_40hn_positivo,trabalha_40h_pct,acao_afirmativan_valido,acao_afirmativan_positivo,acao_afirmativa_pct,auxilio_permanencian_valido,auxilio_permanencian_positivo,auxilio_permanencia_pct,bolsa_academican_valido,bolsa_academican_positivo,bolsa_academica_pct,estudo_4h_ou_maisn_valido,estudo_4h_ou_maisn_positivo,estudo_4h_ou_mais_pct,pretende_magisterion_valido,pretende_magisterion_positivo,pretende_magisterio_pct
1382815,4,3,0.75,4,0,0.0,4,0,0.0,4,2,0.5,4,4,1.0,4,4,1.0,4,1,0.25,4,0,0.0,4,0,0.0,4,4,1.0,4,2,0.5
1385337,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
1387235,8,3,0.375,8,1,0.125,6,1,0.16666666666666666,8,7,0.875,8,8,1.0,8,3,0.375,8,3,0.375,8,4,0.5,6,4,0.6666666666666666,8,4,0.5,8,5,0.625
1396228,17,6,0.35294117647058826,18,1,0.05555555555555555,17,1,0.058823529411764705,18,13,0.7222222222222222,18,16,0.8888888888888888,18,12,0.6666666666666666,18,1,0.05555555555555555,18,0,0.0,18,1,0.05555555555555555,18,11,0.6111111111111112,18,13,0.7222222222222222
1399848,11,6,0.5454545454545454,13,2,0.15384615384615385,11,0,0.0,13,11,0.8461538461538461,13,5,0.38461538461538464,13,1,0.07692307692307693,13,8,0.6153846153846154,13,12,0.9230769230769231,11,11,1.0,13,7,0.5384615384615384,13,13,1.0
1401623,298,75,0.2516778523489933,306,52,0.16993464052287582,290,38,0.1310344827586207,308,122,0.3961038961038961,308,291,0.9448051948051948,308,220,0.7142857142857143,308,77,0.25,308,0,0.0,308,2,0.006493506493506494,308,165,0.5357142857142857,308,219,0.711038961038961
1405215,21,7,0.3333333333333333,23,2,0.08695652173913043,21,1,0.047619047619047616,25,17,0.68,25,25,1.0,25,14,0.56,25,2,0.08,25,0,0.0,25,3,0.12,25,12,0.48,25,20,0.8
1406007,3,1,0.3333333333333333,3,1,0.3333333333333333,3,0,0.0,3,1,0.3333333333333333,3,3,1.0,3,3,1.0,3,0,0.0,3,0,0.0,3,0,0.0,3,2,0.6666666666666666,3,3,1.0
1406064,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
1407205,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
1414995,8,5,0.625,9,2,0.2222222222222222,9,0,0.0,9,6,0.6666666666666666,9,7,0.7777777777777778,9,3,0.3333333333333333,9,2,0.2222222222222222,9,2,0.2222222222222222,4,3,0.75,9,6,0.6666666666666666,9,7,0.7777777777777778
1416142,9,2,0.2222222222222222,9,0,0.0,8,0,0.0,9,7,0.7777777777777778,9,8,0.8888888888888888,9,4,0.4444444444444444,9,0,0.0,9,0,0.0,9,2,0.2222222222222222,9,2,0.2222222222222222,9,5,0.5555555555555556
1419680,13,4,0.3076923076923077,14,1,0.07142857142857142,11,0,0.0,14,11,0.7857142857142857,14,12,0.8571428571428571,14,8,0.5714285714285714,14,7,0.5,14,0,0.0,14,6,0.42857142857142855,14,9,0.6428571428571429,14,14,1.0
1419827,8,4,0.5,7,2,0.2857142857142857,7,1,0.14285714285714285,8,4,0.5,8,8,1.0,8,3,0.375,8,2,0.25,8,1,0.125,7,1,0.14285714285714285,8,5,0.625,8,6,0.75
1420449,4,0,0.0,4,0,0.0,4,1,0.25,4,2,0.5,4,4,1.0,4,4,1.0,4,0,0.0,4,3,0.75,4,2,0.5,4,0,0.0,4,2,0.5
1420637,16,7,0.4375,14,3,0.21428571428571427,13,1,0.07692307692307693,16,11,0.6875,16,16,1.0,16,10,0.625,16,7,0.4375,16,8,0.5,15,11,0.7333333333333333,16,6,0.375,16,10,0.625
1439555,30,11,0.36666666666666664,30,4,0.13333333333333333,29,1,0.034482758620689655,30,24,0.8,30,29,0.9666666666666667,30,14,0.4666666666666667,30,3,0.1,30,0,0.0,29,0,0.0,30,16,0.5333333333333333,30,22,0.7333333333333333
1441230,12,6,0.5,12,1,0.08333333333333333,12,0,0.0,12,9,0.75,12,9,0.75,12,7,0.5833333333333334,12,2,0.16666666666666666,12,0,0.0,12,0,0.0,12,6,0.5,12,9,0.75
1442119,22,12,0.5454545454545454,18,3,0.16666666666666666,17,2,0.11764705882352941,23,19,0.8260869565217391,23,19,0.8260869565217391,23,13,0.5652173913043478,23,14,0.6086956521739131,23,4,0.17391304347826086,20,9,0.45,23,15,0.6521739130434783,23,22,0.9565217391304348
1442126,3,1,0.3333333333333333,3,0,0.0,2,0,0.0,3,1,0.3333333333333333,3,3,1.0,3,2,0.6666666666666666,3,2,0.6666666666666666,3,0,0.0,3,0,0.0,3,1,0.3333333333333333,3,2,0.6666666666666666
1442906,20,11,0.55,19,2,0.10526315789473684,18,1,0.05555555555555555,22,20,0.9090909090909091,22,13,0.5909090909090909,22,3,0.13636363636363635,22,15,0.6818181818181818,22,5,0.22727272727272727,18,13,0.7222222222222222,22,12,0.5454545454545454,22,19,0.8636363636363636
1442928,4,0,0.0,4,0,0.0,3,0,0.0,5,2,0.4,5,3,0.6,5,2,0.4,5,0,0.0,5,0,0.0,5,0,0.0,5,3,0.6,5,5,1.0
1445889,3,2,0.6666666666666666,3,1,0.3333333333333333,3,0,0.0,3,2,0.6666666666666666,3,2,0.6666666666666666,3,2,0.6666666666666666,3,0,0.0,3,1,0.3333333333333333,2,2,1.0,3,2,0.6666666666666666,3,3,1.0
1451120,47,25,0.5319148936170213,52,4,0.07692307692307693,46,0,0.0,53,45,0.8490566037735849,53,43,0.8113207547169812,53,12,0.22641509433962265,53,4,0.07547169811320754,53,0,0.0,53,1,0.018867924528301886,53,20,0.37735849056603776,53,45,0.8490566037735849
1452609,7,3,0.42857142857142855,7,2,0.2857142857142857,7,1,0.14285714285714285,7,3,0.42857142857142855,7,6,0.8571428571428571,7,4,0.5714285714285714,7,0,0.0,7,1,0.14285714285714285,5,3,0.6,7,5,0.7142857142857143,7,7,1.0
1453816,9,5,0.5555555555555556,9,2,0.2222222222222222,7,2,0.2857142857142857,9,6,0.6666666666666666,9,6,0.6666666666666666,9,1,0.1111111111111111,9,3,0.3333333333333333,9,3,0.3333333333333333,5,4,0.8,9,5,0.5555555555555556,9,5,0.5555555555555556
1454028,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
1454137,1,1,1.0,1,0,0.0,1,0,0.0,1,0,0.0,1,1,1.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,1,1.0,1,1,1.0
1457027,10,3,0.3,10,2,0.2,8,1,0.125,10,5,0.5,10,10,1.0,10,8,0.8,10,1,0.1,10,2,0.2,9,6,0.6666666666666666,10,4,0.4,10,8,0.8
1457037,2,2,1.0,3,0,0.0,3,0,0.0,3,2,0.6666666666666666,3,3,1.0,3,2,0.6666666666666666,3,1,0.3333333333333333,3,0,0.0,2,1,0.5,3,2,0.6666666666666666,3,3,1.0
1457167,20,8,0.4,21,5,0.23809523809523808,21,4,0.19047619047619047,22,16,0.7272727272727273,22,13,0.5909090909090909,22,6,0.2727272727272727,22,6,0.2727272727272727,22,6,0.2727272727272727,13,12,0.9230769230769231,22,14,0.6363636363636364,22,22,1.0
1457267,3,2,0.6666666666666666,3,0,0.0,3,0,0.0,3,3,1.0,3,0,0.0,3,0,0.0,3,1,0.3333333333333333,3,2,0.6666666666666666,2,2,1.0,3,0,0.0,3,3,1.0
1458143,1,0,0.0,3,1,0.3333333333333333,3,0,0.0,3,2,0.6666666666666666,3,2,0.6666666666666666,3,0,0.0,3,1,0.3333333333333333,3,1,0.3333333333333333,3,3,1.0,3,3,1.0,3,3,1.0
1458481,3,0,0.0,4,2,0.5,3,0,0.0,4,2,0.5,4,3,0.75,4,0,0.0,4,2,0.5,4,0,0.0,4,1,0.25,4,2,0.5,4,3,0.75
1458668,8,1,0.125,9,0,0.0,8,2,0.25,9,3,0.3333333333333333,9,9,1.0,9,6,0.6666666666666666,9,2,0.2222222222222222,9,0,0.0,8,1,0.125,9,6,0.6666666666666666,9,9,1.0
1465529,7,1,0.14285714285714285,8,4,0.5,8,3,0.375,8,2,0.25,8,8,1.0,8,6,0.75,8,0,0.0,8,0,0.0,8,0,0.0,8,2,0.25,8,4,0.5
1467890,2,0,0.0,2,1,0.5,2,1,0.5,2,2,1.0,2,2,1.0,2,1,0.5,2,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,2,2,1.0
1468161,4,3,0.75,4,0,0.0,4,0,0.0,4,2,0.5,4,4,1.0,4,2,0.5,4,3,0.75,4,0,0.0,4,0,0.0,4,4,1.0,4,4,1.0
1472818,12,3,0.25,12,2,0.16666666666666666,10,0,0.0,12,7,0.5833333333333334,12,11,0.9166666666666666,12,4,0.3333333333333333,12,4,0.3333333333333333,12,3,0.25,12,0,0.0,12,6,0.5,12,8,0.6666666666666666
1473015,9,4,0.4444444444444444,9,2,0.2222222222222222,8,1,0.125,9,6,0.6666666666666666,9,6,0.6666666666666666,9,3,0.3333333333333333,9,1,0.1111111111111111,9,0,0.0,9,0,0.0,9,5,0.5555555555555556,9,9,1.0
1473185,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
1477654,27,9,0.3333333333333333,28,8,0.2857142857142857,26,3,0.11538461538461539,29,25,0.8620689655172413,29,21,0.7241379310344828,29,14,0.4827586206896552,29,9,0.3103448275862069,29,2,0.06896551724137931,28,16,0.5714285714285714,29,19,0.6551724137931034,29,26,0.896551724137931
1483407,9,2,0.2222222222222222,7,2,0.2857142857142857,6,3,0.5,9,6,0.6666666666666666,9,9,1.0,9,5,0.5555555555555556,9,5,0.5555555555555556,9,1,0.1111111111111111,9,0,0.0,9,2,0.2222222222222222,9,7,0.7777777777777778
1483490,13,4,0.3076923076923077,12,2,0.16666666666666666,12,1,0.08333333333333333,13,7,0.5384615384615384,13,11,0.8461538461538461,13,6,0.46153846153846156,13,4,0.3076923076923077,13,1,0.07692307692307693,13,3,0.23076923076923078,13,6,0.46153846153846156,13,10,0.7692307692307693
1483500,8,5,0.625,10,0,0.0,7,1,0.14285714285714285,11,10,0.9090909090909091,11,7,0.6363636363636364,11,4,0.36363636363636365,11,1,0.09090909090909091,11,1,0.09090909090909091,11,1,0.09090909090909091,11,4,0.36363636363636365,11,9,0.8181818181818182
1483518,1,1,1.0,1,0,0.0,1,0,0.0,1,1,1.0,1,1,1.0,1,1,1.0,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,1,1.0
1485453,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
1486952,14,7,0.5,13,1,0.07692307692307693,13,1,0.07692307692307693,14,9,0.6428571428571429,14,11,0.7857142857142857,14,6,0.42857142857142855,14,8,0.5714285714285714,14,9,0.6428571428571429,8,6,0.75,14,6,0.42857142857142855,14,12,0.8571428571428571
1487060,9,2,0.2222222222222222,9,4,0.4444444444444444,8,1,0.125,11,7,0.6363636363636364,11,9,0.8181818181818182,11,7,0.6363636363636364,11,0,0.0,11,1,0.09090909090909091,11,0,0.0,11,8,0.7272727272727273,11,7,0.6363636363636364
1487353,4,0,0.0,4,1,0.25,4,1,0.25,5,4,0.8,5,4,0.8,5,3,0.6,5,2,0.4,5,0,0.0,5,0,0.0,5,3,0.6,5,5,1.0
1488240,6,5,0.8333333333333334,6,0,0.0,5,2,0.4,6,3,0.5,6,6,1.0,6,3,0.5,6,2,0.3333333333333333,6,4,0.6666666666666666,5,5,1.0,6,2,0.3333333333333333,6,6,1.0
1488974,14,6,0.42857142857142855,13,1,0.07692307692307693,12,0,0.0,14,7,0.5,14,14,1.0,14,8,0.5714285714285714,14,1,0.07142857142857142,14,0,0.0,14,0,0.0,14,9,0.6428571428571429,14,11,0.7857142857142857
1497052,2,0,0.0,2,1,0.5,1,0,0.0,2,2,1.0,2,2,1.0,2,1,0.5,2,2,1.0,2,0,0.0,2,0,0.0,2,0,0.0,2,2,1.0
1499549,7,3,0.42857142857142855,7,3,0.42857142857142855,7,0,0.0,7,4,0.5714285714285714,7,7,1.0,7,5,0.7142857142857143,7,3,0.42857142857142855,7,0,0.0,7,0,0.0,7,4,0.5714285714285714,7,5,0.7142857142857143
1506116,13,3,0.23076923076923078,14,5,0.35714285714285715,13,4,0.3076923076923077,14,9,0.6428571428571429,14,13,0.9285714285714286,14,8,0.5714285714285714,14,3,0.21428571428571427,14,0,0.0,13,4,0.3076923076923077,14,9,0.6428571428571429,14,12,0.8571428571428571
1509485,3,3,1.0,3,0,0.0,3,0,0.0,3,2,0.6666666666666666,3,3,1.0,3,1,0.3333333333333333,3,2,0.6666666666666666,3,0,0.0,3,0,0.0,3,1,0.3333333333333333,3,3,1.0
1514192,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
1515609,19,8,0.42105263157894735,19,1,0.05263157894736842,16,2,0.125,19,17,0.8947368421052632,19,15,0.7894736842105263,19,8,0.42105263157894735,19,9,0.47368421052631576,19,6,0.3157894736842105,18,8,0.4444444444444444,19,14,0.7368421052631579,19,16,0.8421052631578947
1515616,17,7,0.4117647058823529,17,4,0.23529411764705882,15,1,0.06666666666666667,17,14,0.8235294117647058,17,11,0.6470588235294118,17,5,0.29411764705882354,17,14,0.8235294117647058,17,9,0.5294117647058824,11,7,0.6363636363636364,17,13,0.7647058823529411,17,16,0.9411764705882353
1515618,8,4,0.5,9,1,0.1111111111111111,7,0,0.0,9,7,0.7777777777777778,9,5,0.5555555555555556,9,2,0.2222222222222222,9,5,0.5555555555555556,9,4,0.4444444444444444,6,4,0.6666666666666666,9,4,0.4444444444444444,9,9,1.0
1516669,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
1517196,5,0,0.0,5,3,0.6,5,3,0.6,6,1,0.16666666666666666,6,6,1.0,6,4,0.6666666666666666,6,0,0.0,6,0,0.0,6,0,0.0,6,6,1.0,6,5,0.8333333333333334
1517293,40,7,0.175,42,10,0.23809523809523808,40,5,0.125,42,18,0.42857142857142855,42,40,0.9523809523809523,42,27,0.6428571428571429,42,5,0.11904761904761904,42,1,0.023809523809523808,41,3,0.07317073170731707,42,23,0.5476190476190477,42,37,0.8809523809523809
1518083,5,1,0.2,5,0,0.0,5,1,0.2,5,3,0.6,5,5,1.0,5,3,0.6,5,1,0.2,5,0,0.0,5,0,0.0,5,5,1.0,5,4,0.8
1519071,4,2,0.5,3,1,0.3333333333333333,3,0,0.0,4,3,0.75,4,4,1.0,4,2,0.5,4,0,0.0,4,0,0.0,4,2,0.5,4,2,0.5,4,2,0.5
1520538,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
1522008,12,4,0.3333333333333333,12,4,0.3333333333333333,12,1,0.08333333333333333,12,7,0.5833333333333334,12,9,0.75,12,7,0.5833333333333334,12,1,0.08333333333333333,12,0,0.0,12,0,0.0,12,8,0.6666666666666666,12,11,0.9166666666666666
1525884,7,3,0.42857142857142855,7,1,0.14285714285714285,5,0,0.0,7,7,1.0,7,6,0.8571428571428571,7,2,0.2857142857142857,7,2,0.2857142857142857,7,1,0.14285714285714285,6,0,0.0,7,5,0.7142857142857143,7,5,0.7142857142857143
1525963,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
1527381,8,4,0.5,8,0,0.0,6,1,0.16666666666666666,8,6,0.75,8,7,0.875,8,5,0.625,8,1,0.125,8,1,0.125,8,0,0.0,8,6,0.75,8,8,1.0
1536334,110,38,0.34545454545454546,110,14,0.12727272727272726,103,5,0.04854368932038835,115,69,0.6,115,107,0.9304347826086956,115,61,0.5304347826086957,115,17,0.14782608695652175,115,3,0.02608695652173913,113,3,0.02654867256637168,115,50,0.43478260869565216,115,98,0.8521739130434782
1541484,11,2,0.18181818181818182,12,6,0.5,11,1,0.09090909090909091,12,5,0.4166666666666667,12,12,1.0,12,9,0.75,12,2,0.16666666666666666,12,0,0.0,12,0,0.0,12,7,0.5833333333333334,12,10,0.8333333333333334
1543037,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,1,1.0,1,1,1.0,1,0,0.0,1,0,0.0,1,0,0.0,1,1,1.0,1,1,1.0
1546260,2,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,2,2,1.0,2,1,0.5,2,0,0.0,2,0,0.0,2,0,0.0,2,1,0.5,2,1,0.5
1546969,2,1,0.5,2,1,0.5,2,1,0.5,2,1,0.5,2,2,1.0,2,1,0.5,2,1,0.5,2,0,0.0,2,0,0.0,2,1,0.5,2,2,1.0
1547032,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
1547054,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
1550087,265,78,0.2943396226415094,275,42,0.15272727272727274,259,16,0.06177606177606178,281,176,0.6263345195729537,281,252,0.896797153024911,281,154,0.5480427046263345,281,25,0.08896797153024912,281,7,0.02491103202846975,275,22,0.08,281,146,0.5195729537366548,281,241,0.8576512455516014
1550199,2,1,0.5,3,0,0.0,3,0,0.0,3,2,0.6666666666666666,3,3,1.0,3,0,0.0,3,0,0.0,3,0,0.0,3,0,0.0,3,1,0.3333333333333333,3,2,0.6666666666666666
1550498,5,3,0.6,5,1,0.2,5,0,0.0,5,1,0.2,5,5,1.0,5,3,0.6,5,2,0.4,5,0,0.0,4,1,0.25,5,3,0.6,5,4,0.8
1550509,5,2,0.4,4,2,0.5,4,1,0.25,5,4,0.8,5,4,0.8,5,2,0.4,5,3,0.6,5,4,0.8,2,2,1.0,5,2,0.4,5,4,0.8
1551083,2,2,1.0,2,0,0.0,2,0,0.0,2,2,1.0,2,2,1.0,2,2,1.0,2,0,0.0,2,0,0.0,2,0,0.0,2,2,1.0,2,2,1.0
1555830,24,6,0.25,25,9,0.36,21,3,0.14285714285714285,26,10,0.38461538461538464,26,22,0.8461538461538461,26,19,0.7307692307692307,26,1,0.038461538461538464,26,1,0.038461538461538464,26,2,0.07692307692307693,26,20,0.7692307692307693,26,24,0.9230769230769231
1562928,8,2,0.25,8,4,0.5,7,0,0.0,8,8,1.0,8,4,0.5,8,0,0.0,8,4,0.5,8,0,0.0,7,7,1.0,8,4,0.5,8,8,1.0
1571245,5,1,0.2,6,2,0.3333333333333333,6,3,0.5,6,2,0.3333333333333333,6,6,1.0,6,5,0.8333333333333334,6,1,0.16666666666666666,6,0,0.0,6,0,0.0,6,3,0.5,6,4,0.6666666666666666
1572855,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
1575689,11,2,0.18181818181818182,13,3,0.23076923076923078,9,0,0.0,13,10,0.7692307692307693,13,13,1.0,13,7,0.5384615384615384,13,4,0.3076923076923077,13,0,0.0,13,2,0.15384615384615385,13,11,0.8461538461538461,13,13,1.0
1576008,8,2,0.25,8,2,0.25,8,0,0.0,8,4,0.5,8,7,0.875,8,6,0.75,8,0,0.0,8,0,0.0,8,1,0.125,8,5,0.625,8,8,1.0
1576347,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
1576448,3,1,0.3333333333333333,3,1,0.3333333333333333,3,0,0.0,3,2,0.6666666666666666,3,2,0.6666666666666666,3,2,0.6666666666666666,3,0,0.0,3,0,0.0,3,0,0.0,3,2,0.6666666666666666,3,3,1.0
1576702,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
1577419,5,1,0.2,5,1,0.2,5,1,0.2,5,2,0.4,5,2,0.4,5,0,0.0,5,1,0.2,5,0,0.0,5,1,0.2,5,2,0.4,5,4,0.8
1584375,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
1591417,2,2,1.0,2,0,0.0,2,0,0.0,2,2,1.0,2,2,1.0,2,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,2,1,0.5,2,1,0.5
1591581,1,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,1,1,1.0,1,0,0.0,1,0,0.0,1,0,0.0,1,1,1.0,1,1,1.0,1,1,1.0
1595470,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
1595646,16,7,0.4375,16,3,0.1875,11,0,0.0,16,10,0.625,16,14,0.875,16,8,0.5,16,6,0.375,16,11,0.6875,14,4,0.2857142857142857,16,9,0.5625,16,12,0.75
1595781,2,0,0.0,3,1,0.3333333333333333,2,0,0.0,3,2,0.6666666666666666,3,3,1.0,3,0,0.0,3,2,0.6666666666666666,3,3,1.0,2,2,1.0,3,0,0.0,3,3,1.0
1596704,3,1,0.3333333333333333,3,0,0.0,3,0,0.0,3,1,0.3333333333333333,3,3,1.0,3,3,1.0,3,0,0.0,3,0,0.0,3,0,0.0,3,2,0.6666666666666666,3,2,0.6666666666666666
1597098,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
1598572,5,2,0.4,4,0,0.0,4,0,0.0,5,3,0.6,5,5,1.0,5,5,1.0,5,3,0.6,5,2,0.4,4,0,0.0,5,3,0.6,5,4,0.8
1598970,2,2,1.0,2,0,0.0,2,0,0.0,2,1,0.5,2,2,1.0,2,1,0.5,2,1,0.5,2,1,0.5,0,0,,2,2,1.0,2,2,1.0
1599021,27,9,0.3333333333333333,28,8,0.2857142857142857,24,1,0.041666666666666664,29,23,0.7931034482758621,29,17,0.5862068965517241,29,12,0.41379310344827586,29,10,0.3448275862068966,29,10,0.3448275862068966,23,16,0.6956521739130435,29,13,0.4482758620689655,29,25,0.8620689655172413
1599390,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
1611291,35,12,0.34285714285714286,35,5,0.14285714285714285,28,1,0.03571428571428571,36,33,0.9166666666666666,36,27,0.75,36,10,0.2777777777777778,36,13,0.3611111111111111,36,5,0.1388888888888889,36,0,0.0,36,15,0.4166666666666667,36,26,0.7222222222222222
1611292,9,4,0.4444444444444444,9,2,0.2222222222222222,9,0,0.0,10,8,0.8,10,8,0.8,10,6,0.6,10,2,0.2,10,2,0.2,10,0,0.0,10,5,0.5,10,5,0.5
1615079,5,1,0.2,5,0,0.0,5,0,0.0,5,3,0.6,5,4,0.8,5,2,0.4,5,0,0.0,5,0,0.0,5,1,0.2,5,3,0.6,5,3,0.6
1625069,28,15,0.5357142857142857,26,0,0.0,23,1,0.043478260869565216,28,27,0.9642857142857143,28,22,0.7857142857142857,28,10,0.35714285714285715,28,3,0.10714285714285714,28,6,0.21428571428571427,28,1,0.03571428571428571,28,16,0.5714285714285714,28,19,0.6785714285714286
1625081,12,4,0.3333333333333333,12,2,0.16666666666666666,12,2,0.16666666666666666,13,13,1.0,13,12,0.9230769230769231,13,9,0.6923076923076923,13,1,0.07692307692307693,13,1,0.07692307692307693,13,1,0.07692307692307693,13,7,0.5384615384615384,13,11,0.8461538461538461
1625089,19,2,0.10526315789473684,19,7,0.3684210526315789,19,4,0.21052631578947367,19,13,0.6842105263157895,19,16,0.8421052631578947,19,10,0.5263157894736842,19,2,0.10526315789473684,19,3,0.15789473684210525,19,0,0.0,19,8,0.42105263157894735,19,14,0.7368421052631579
1625094,12,4,0.3333333333333333,14,0,0.0,13,0,0.0,14,13,0.9285714285714286,14,12,0.8571428571428571,14,6,0.42857142857142855,14,0,0.0,14,0,0.0,14,0,0.0,14,12,0.8571428571428571,14,10,0.7142857142857143
1634832,4,2,0.5,4,1,0.25,4,1,0.25,4,4,1.0,4,2,0.5,4,1,0.25,4,0,0.0,4,0,0.0,4,0,0.0,4,1,0.25,4,4,1.0
1634842,3,0,0.0,3,1,0.3333333333333333,2,1,0.5,3,1,0.3333333333333333,3,2,0.6666666666666666,3,1,0.3333333333333333,3,1,0.3333333333333333,3,0,0.0,3,0,0.0,3,3,1.0,3,2,0.6666666666666666
1634877,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
1634891,5,2,0.4,5,1,0.2,5,0,0.0,5,3,0.6,5,5,1.0,5,4,0.8,5,0,0.0,5,0,0.0,5,0,0.0,5,3,0.6,5,5,1.0
1668061,4,3,0.75,4,0,0.0,4,0,0.0,4,4,1.0,4,1,0.25,4,1,0.25,4,0,0.0,4,3,0.75,3,1,0.3333333333333333,4,2,0.5,4,2,0.5
1676716,15,6,0.4,15,1,0.06666666666666667,12,0,0.0,15,14,0.9333333333333333,15,14,0.9333333333333333,15,10,0.6666666666666666,15,3,0.2,15,2,0.13333333333333333,15,10,0.6666666666666666,15,4,0.26666666666666666,15,9,0.6
5000138,9,5,0.5555555555555556,9,0,0.0,8,0,0.0,9,9,1.0,9,7,0.7777777777777778,9,1,0.1111111111111111,9,6,0.6666666666666666,9,4,0.4444444444444444,8,8,1.0,9,3,0.3333333333333333,9,9,1.0
5000487,10,3,0.3,11,2,0.18181818181818182,9,1,0.1111111111111111,12,11,0.9166666666666666,12,5,0.4166666666666667,12,2,0.16666666666666666,12,4,0.3333333333333333,12,9,0.75,11,9,0.8181818181818182,12,7,0.5833333333333334,12,10,0.8333333333333334
5000493,10,3,0.3,10,1,0.1,9,2,0.2222222222222222,10,7,0.7,10,5,0.5,10,0,0.0,10,4,0.4,10,6,0.6,6,6,1.0,10,7,0.7,10,9,0.9
5000912,4,2,0.5,4,0,0.0,4,0,0.0,4,4,1.0,4,3,0.75,4,1,0.25,4,0,0.0,4,2,0.5,2,2,1.0,4,4,1.0,4,2,0.5
5001337,27,7,0.25925925925925924,30,5,0.16666666666666666,28,2,0.07142857142857142,30,27,0.9,30,10,0.3333333333333333,30,3,0.1,30,17,0.5666666666666667,30,20,0.6666666666666666,28,25,0.8928571428571429,30,19,0.6333333333333333,30,25,0.8333333333333334
