CO_CURSO,RESPOSTA,n,VARIAVEL
1420637,8,2,QE_I68
1420637,9,3,QE_I68
1420637,10,8,QE_I68
1420637,,4,QE_I68
1439555,6,2,QE_I68
1439555,7,4,QE_I68
1439555,8,3,QE_I68
1439555,9,3,QE_I68
1439555,10,18,QE_I68
1439555,,5,QE_I68
1441230,8,1,QE_I68
1441230,9,2,QE_I68
1441230,10,9,QE_I68
1441230,,1,QE_I68
1442119,5,1,QE_I68
1442119,7,5,QE_I68
1442119,8,4,QE_I68
1442119,9,6,QE_I68
1442119,10,7,QE_I68
1442119,,1,QE_I68
1442126,10,3,QE_I68
1442126,,1,QE_I68
1442906,8,3,QE_I68
1442906,9,7,QE_I68
1442906,10,12,QE_I68
1442928,2,1,QE_I68
1442928,4,1,QE_I68
1442928,8,1,QE_I68
1442928,10,2,QE_I68
1442928,,1,QE_I68
1445889,10,3,QE_I68
1451120,4,1,QE_I68
1451120,6,1,QE_I68
1451120,7,2,QE_I68
1451120,8,4,QE_I68
1451120,9,8,QE_I68
1451120,10,37,QE_I68
1451120,,9,QE_I68
1452609,10,7,QE_I68
1453816,5,1,QE_I68
1453816,6,1,QE_I68
1453816,8,1,QE_I68
1453816,10,6,QE_I68
1454028,,1,QE_I68
1454137,7,1,QE_I68
1454137,,4,QE_I68
1457027,8,2,QE_I68
1457027,9,1,QE_I68
1457027,10,7,QE_I68
1457037,7,1,QE_I68
1457037,10,2,QE_I68
1457167,0,1,QE_I68
1457167,3,1,QE_I68
1457167,5,1,QE_I68
1457167,6,2,QE_I68
1457167,8,3,QE_I68
1457167,9,2,QE_I68
1457167,10,12,QE_I68
1457267,10,3,QE_I68
1457267,,1,QE_I68
1458143,10,3,QE_I68
1458481,7,1,QE_I68
1458481,9,1,QE_I68
1458481,10,2,QE_I68
1458668,4,1,QE_I68
1458668,5,1,QE_I68
1458668,8,2,QE_I68
1458668,9,1,QE_I68
1458668,10,4,QE_I68
1458668,,2,QE_I68
1465529,6,2,QE_I68
1465529,8,3,QE_I68
1465529,9,1,QE_I68
1465529,10,2,QE_I68
1465529,,1,QE_I68
1467890,10,2,QE_I68
1468161,10,4,QE_I68
1472818,5,1,QE_I68
1472818,9,3,QE_I68
1472818,10,8,QE_I68
1472818,,1,QE_I68
1473015,9,1,QE_I68
1473015,10,8,QE_I68
1473185,,1,QE_I68
1477654,6,2,QE_I68
1477654,8,3,QE_I68
1477654,9,5,QE_I68
1477654,10,19,QE_I68
1477654,,3,QE_I68
1483407,7,3,QE_I68
1483407,8,2,QE_I68
1483407,9,1,QE_I68
1483407,10,3,QE_I68
1483490,0,1,QE_I68
1483490,3,1,QE_I68
1483490,6,1,QE_I68
1483490,7,4,QE_I68
1483490,8,3,QE_I68
1483490,9,2,QE_I68
1483490,10,1,QE_I68
1483490,,9,QE_I68
1483500,3,1,QE_I68
1483500,7,2,QE_I68
1483500,8,2,QE_I68
1483500,9,1,QE_I68
1483500,10,5,QE_I68
1483500,,5,QE_I68
1483518,8,1,QE_I68
1483518,,2,QE_I68
1485453,,3,QE_I68
1486952,8,1,QE_I68
1486952,9,2,QE_I68
1486952,10,11,QE_I68
1487060,0,1,QE_I68
1487060,4,1,QE_I68
1487060,6,1,QE_I68
1487060,7,1,QE_I68
1487060,8,3,QE_I68
1487060,10,4,QE_I68
1487060,,7,QE_I68
1487353,5,1,QE_I68
1487353,7,2,QE_I68
1487353,8,1,QE_I68
1487353,9,1,QE_I68
1487353,,2,QE_I68
1488240,5,1,QE_I68
1488240,9,2,QE_I68
1488240,10,3,QE_I68
1488240,,1,QE_I68
1488974,5,2,QE_I68
1488974,6,1,QE_I68
1488974,7,1,QE_I68
1488974,8,3,QE_I68
1488974,9,1,QE_I68
1488974,10,6,QE_I68
1488974,,4,QE_I68
1497052,7,1,QE_I68
1497052,10,1,QE_I68
1497052,,1,QE_I68
1499549,9,1,QE_I68
1499549,10,6,QE_I68
1499549,,1,QE_I68
1506116,6,1,QE_I68
1506116,8,1,QE_I68
1506116,9,6,QE_I68
1506116,10,6,QE_I68
1506116,,1,QE_I68
1509485,3,1,QE_I68
1509485,8,1,QE_I68
1509485,9,1,QE_I68
1514192,,1,QE_I68
1515609,5,1,QE_I68
1515609,6,1,QE_I68
1515609,8,5,QE_I68
1515609,9,1,QE_I68
1515609,10,11,QE_I68
1515616,4,1,QE_I68
1515616,6,1,QE_I68
1515616,8,5,QE_I68
1515616,9,2,QE_I68
1515616,10,8,QE_I68
1515616,,1,QE_I68
1515618,7,2,QE_I68
1515618,9,1,QE_I68
1515618,10,6,QE_I68
1516669,,1,QE_I68
1517196,3,1,QE_I68
1517196,8,1,QE_I68
1517196,10,4,QE_I68
1517196,,2,QE_I68
1517293,0,2,QE_I68
1517293,2,1,QE_I68
1517293,3,1,QE_I68
1517293,5,2,QE_I68
1517293,6,4,QE_I68
1517293,7,1,QE_I68
1517293,8,9,QE_I68
1517293,9,2,QE_I68
1517293,10,20,QE_I68
1517293,,17,QE_I68
1518083,8,1,QE_I68
1518083,10,4,QE_I68
1519071,7,1,QE_I68
1519071,8,1,QE_I68
1519071,10,2,QE_I68
1520538,,1,QE_I68
1522008,5,1,QE_I68
1522008,7,1,QE_I68
1522008,8,3,QE_I68
1522008,9,1,QE_I68
1522008,10,6,QE_I68
1522008,,18,QE_I68
1525884,6,1,QE_I68
1525884,8,1,QE_I68
1525884,9,1,QE_I68
1525884,10,4,QE_I68
1525884,,1,QE_I68
1525963,,1,QE_I68
1527381,10,8,QE_I68
1536334,2,1,QE_I68
1536334,3,2,QE_I68
1536334,5,2,QE_I68
1536334,6,7,QE_I68
1536334,7,7,QE_I68
1536334,8,20,QE_I68
1536334,9,11,QE_I68
1536334,10,65,QE_I68
1536334,,31,QE_I68
1541484,5,1,QE_I68
1541484,7,1,QE_I68
1541484,8,3,QE_I68
1541484,10,7,QE_I68
1541484,,9,QE_I68
1543037,10,1,QE_I68
1543037,,1,QE_I68
1546260,7,1,QE_I68
1546260,10,1,QE_I68
1546969,8,1,QE_I68
1546969,10,1,QE_I68
1547032,,1,QE_I68
1547054,,1,QE_I68
1550087,0,2,QE_I68
1550087,2,3,QE_I68
1550087,4,4,QE_I68
1550087,5,8,QE_I68
1550087,6,9,QE_I68
1550087,7,19,QE_I68
1550087,8,50,QE_I68
1550087,9,38,QE_I68
1550087,10,148,QE_I68
1550087,,84,QE_I68
1550199,7,1,QE_I68
1550199,8,1,QE_I68
1550199,10,1,QE_I68
1550199,,1,QE_I68
1550498,8,1,QE_I68
1550498,9,1,QE_I68
1550498,10,3,QE_I68
1550498,,1,QE_I68
1550509,5,1,QE_I68
1550509,9,1,QE_I68
1550509,10,3,QE_I68
1551083,8,1,QE_I68
1551083,10,1,QE_I68
1555830,5,1,QE_I68
1555830,6,1,QE_I68
1555830,8,6,QE_I68
1555830,9,7,QE_I68
1555830,10,11,QE_I68
1555830,,6,QE_I68
1562928,9,1,QE_I68
1562928,10,7,QE_I68
1571245,4,1,QE_I68
1571245,10,5,QE_I68
1572855,,1,QE_I68
1575689,5,1,QE_I68
1575689,6,1,QE_I68
1575689,7,2,QE_I68
1575689,8,2,QE_I68
1575689,9,4,QE_I68
1575689,10,3,QE_I68
1576008,3,1,QE_I68
1576008,5,1,QE_I68
1576008,9,2,QE_I68
1576008,10,4,QE_I68
1576008,,2,QE_I68
1576347,,1,QE_I68
1576448,6,1,QE_I68
1576448,8,1,QE_I68
1576448,10,1,QE_I68
1576448,,2,QE_I68
1576702,,1,QE_I68
1577419,5,2,QE_I68
1577419,9,1,QE_I68
1577419,10,2,QE_I68
1577419,,3,QE_I68
1584375,,1,QE_I68
1591417,10,2,QE_I68
1591417,,3,QE_I68
1591581,7,1,QE_I68
1591581,,8,QE_I68
1595470,,1,QE_I68
1595646,7,2,QE_I68
1595646,9,2,QE_I68
1595646,10,12,QE_I68
1595781,8,2,QE_I68
1595781,9,1,QE_I68
1596704,2,1,QE_I68
1596704,4,1,QE_I68
1596704,8,1,QE_I68
1597098,,1,QE_I68
1598572,6,1,QE_I68
1598572,10,4,QE_I68
1598970,9,1,QE_I68
1598970,10,1,QE_I68
1599021,4,1,QE_I68
1599021,5,1,QE_I68
1599021,6,1,QE_I68
1599021,7,1,QE_I68
1599021,8,9,QE_I68
1599021,9,4,QE_I68
1599021,10,12,QE_I68
1599390,,1,QE_I68
1611291,2,1,QE_I68
1611291,4,1,QE_I68
1611291,5,1,QE_I68
1611291,6,2,QE_I68
1611291,8,6,QE_I68
1611291,9,5,QE_I68
1611291,10,20,QE_I68
1611291,,1,QE_I68
1611292,7,1,QE_I68
1611292,8,1,QE_I68
1611292,9,1,QE_I68
1611292,10,7,QE_I68
1615079,3,1,QE_I68
1615079,10,4,QE_I68
1625069,5,1,QE_I68
1625069,8,4,QE_I68
1625069,9,5,QE_I68
1625069,10,18,QE_I68
1625081,8,1,QE_I68
1625081,9,1,QE_I68
1625081,10,11,QE_I68
1625089,6,1,QE_I68
1625089,8,4,QE_I68
1625089,9,1,QE_I68
1625089,10,13,QE_I68
1625094,7,1,QE_I68
1625094,8,2,QE_I68
1625094,9,3,QE_I68
1625094,10,8,QE_I68
1634832,7,1,QE_I68
1634832,9,1,QE_I68
1634832,10,2,QE_I68
1634832,,3,QE_I68
1634842,8,1,QE_I68
1634842,9,1,QE_I68
1634842,10,1,QE_I68
1634877,,2,QE_I68
1634891,9,3,QE_I68
1634891,10,2,QE_I68
1634891,,6,QE_I68
1668061,8,1,QE_I68
1668061,9,1,QE_I68
1668061,10,2,QE_I68
1676716,4,1,QE_I68
1676716,8,1,QE_I68
1676716,9,3,QE_I68
1676716,10,10,QE_I68
5000138,6,2,QE_I68
5000138,7,1,QE_I68
5000138,8,1,QE_I68
5000138,10,5,QE_I68
5000487,0,1,QE_I68
5000487,3,1,QE_I68
5000487,8,4,QE_I68
5000487,9,2,QE_I68
5000487,10,4,QE_I68
5000493,6,1,QE_I68
5000493,7,1,QE_I68
5000493,8,4,QE_I68
5000493,9,3,QE_I68
5000493,10,1,QE_I68
5000493,,1,QE_I68
5000912,10,4,QE_I68
5001337,3,1,QE_I68
5001337,4,1,QE_I68
5001337,5,1,QE_I68
5001337,6,1,QE_I68
5001337,7,1,QE_I68
5001337,8,5,QE_I68
5001337,9,4,QE_I68
5001337,10,16,QE_I68
5001337,,2,QE_I68
26,6,2,QE_I69
26,8,3,QE_I69
26,9,1,QE_I69
26,10,7,QE_I69
34,2,1,QE_I69
34,6,1,QE_I69
34,8,1,QE_I69
34,10,3,QE_I69
34,,1,QE_I69
161,2,1,QE_I69
161,3,1,QE_I69
161,4,1,QE_I69
161,5,1,QE_I69
161,6,2,QE_I69
161,8,2,QE_I69
161,9,2,QE_I69
161,10,11,QE_I69
161,,9,QE_I69
297,5,2,QE_I69
297,6,1,QE_I69
297,7,5,QE_I69
297,8,14,QE_I69
297,9,12,QE_I69
297,10,34,QE_I69
297,,7,QE_I69
379,5,1,QE_I69
379,6,2,QE_I69
379,8,4,QE_I69
379,9,4,QE_I69
379,10,35,QE_I69
379,,22,QE_I69
624,8,1,QE_I69
624,9,3,QE_I69
624,10,4,QE_I69
637,0,1,QE_I69
637,4,1,QE_I69
637,7,1,QE_I69
637,9,5,QE_I69
637,10,8,QE_I69
637,,1,QE_I69
696,6,1,QE_I69
696,8,1,QE_I69
696,10,14,QE_I69
696,,1,QE_I69
768,5,1,QE_I69
768,7,2,QE_I69
768,8,2,QE_I69
768,10,12,QE_I69
860,5,1,QE_I69
860,9,3,QE_I69
860,10,5,QE_I69
965,5,2,QE_I69
965,8,3,QE_I69
965,9,4,QE_I69
965,10,32,QE_I69
965,,1,QE_I69
1035,8,1,QE_I69
1035,9,2,QE_I69
1035,10,13,QE_I69
1112,7,1,QE_I69
1112,8,1,QE_I69
1112,10,1,QE_I69
1112,,1,QE_I69
1428,7,1,QE_I69
1428,8,2,QE_I69
1428,9,2,QE_I69
1428,10,3,QE_I69
1428,,1,QE_I69
1637,2,1,QE_I69
1637,5,1,QE_I69
1637,9,2,QE_I69
1637,10,3,QE_I69
1717,6,1,QE_I69
1717,9,2,QE_I69
1717,10,4,QE_I69
1717,,1,QE_I69
1907,,1,QE_I69
2711,1,1,QE_I69
2711,7,1,QE_I69
2711,8,3,QE_I69
2711,9,3,QE_I69
2711,10,27,QE_I69
2711,,6,QE_I69
2921,5,1,QE_I69
2921,6,3,QE_I69
2921,7,7,QE_I69
2921,8,6,QE_I69
2921,9,13,QE_I69
2921,10,47,QE_I69
2921,,6,QE_I69
3145,7,2,QE_I69
3145,8,2,QE_I69
3145,9,1,QE_I69
3145,10,13,QE_I69
3145,,1,QE_I69
3163,0,1,QE_I69
3163,4,1,QE_I69
3163,7,2,QE_I69
3163,8,1,QE_I69
3163,9,2,QE_I69
3163,10,12,QE_I69
3163,,1,QE_I69
3179,7,2,QE_I69
3179,8,2,QE_I69
3179,9,1,QE_I69
3179,10,27,QE_I69
3179,,2,QE_I69
3217,6,1,QE_I69
3217,8,4,QE_I69
3217,9,3,QE_I69
3217,10,25,QE_I69
3217,,1,QE_I69
3407,0,2,QE_I69
3407,7,2,QE_I69
3407,8,1,QE_I69
3407,10,11,QE_I69
3407,,4,QE_I69
3571,4,1,QE_I69
3571,5,1,QE_I69
3571,6,1,QE_I69
3571,7,4,QE_I69
3571,8,4,QE_I69
3571,9,5,QE_I69
3571,10,11,QE_I69
3571,,3,QE_I69
5965,5,1,QE_I69
5965,7,2,QE_I69
5965,8,4,QE_I69
5965,9,5,QE_I69
5965,10,3,QE_I69
6754,7,1,QE_I69
6754,8,1,QE_I69
6754,10,1,QE_I69
7081,8,1,QE_I69
7081,9,2,QE_I69
7081,10,8,QE_I69
7081,,1,QE_I69
8908,7,1,QE_I69
8908,10,1,QE_I69
9954,8,1,QE_I69
9954,9,1,QE_I69
9954,10,10,QE_I69
10508,7,1,QE_I69
10508,8,2,QE_I69
10508,10,2,QE_I69
10508,,6,QE_I69
10811,10,5,QE_I69
11163,7,1,QE_I69
11163,8,1,QE_I69
11163,9,1,QE_I69
11163,10,3,QE_I69
11163,,1,QE_I69
11305,4,2,QE_I69
11305,6,1,QE_I69
11305,7,2,QE_I69
11305,9,2,QE_I69
11305,10,13,QE_I69
11305,,7,QE_I69
11328,5,2,QE_I69
11328,8,3,QE_I69
11328,9,2,QE_I69
11328,10,6,QE_I69
11328,,1,QE_I69
11439,5,3,QE_I69
11439,7,1,QE_I69
11439,8,3,QE_I69
11439,9,4,QE_I69
11439,10,10,QE_I69
11439,,9,QE_I69
11540,7,1,QE_I69
11540,8,1,QE_I69
11540,10,15,QE_I69
11591,0,1,QE_I69
11591,1,1,QE_I69
11591,5,1,QE_I69
11591,6,1,QE_I69
11591,7,2,QE_I69
11591,8,8,QE_I69
11591,9,4,QE_I69
11591,10,14,QE_I69
11591,,20,QE_I69
11999,1,1,QE_I69
11999,2,1,QE_I69
11999,3,2,QE_I69
11999,4,1,QE_I69
11999,5,2,QE_I69
11999,7,7,QE_I69
11999,8,4,QE_I69
11999,9,9,QE_I69
11999,10,35,QE_I69
11999,,6,QE_I69
12033,2,1,QE_I69
12033,7,2,QE_I69
12033,8,5,QE_I69
12033,9,7,QE_I69
12033,10,21,QE_I69
12033,,13,QE_I69
12035,3,1,QE_I69
12035,4,3,QE_I69
12035,5,2,QE_I69
12035,7,3,QE_I69
12035,8,6,QE_I69
12035,9,10,QE_I69
12035,10,30,QE_I69
12035,,13,QE_I69
12037,7,1,QE_I69
12037,8,1,QE_I69
12037,9,5,QE_I69
12037,10,24,QE_I69
12044,0,1,QE_I69
12044,5,1,QE_I69
12044,7,1,QE_I69
12044,8,1,QE_I69
12044,9,1,QE_I69
12044,10,31,QE_I69
12044,,9,QE_I69
12074,3,1,QE_I69
12074,5,1,QE_I69
12074,7,2,QE_I69
12074,8,3,QE_I69
12074,9,6,QE_I69
12074,10,66,QE_I69
12074,,7,QE_I69
12354,4,2,QE_I69
12354,7,2,QE_I69
12354,8,6,QE_I69
12354,9,2,QE_I69
12354,10,7,QE_I69
12354,,1,QE_I69
12553,0,1,QE_I69
12553,5,1,QE_I69
12553,7,2,QE_I69
12553,10,17,QE_I69
12553,,9,QE_I69
12702,3,1,QE_I69
12702,6,1,QE_I69
12702,7,3,QE_I69
12702,8,9,QE_I69
12702,9,8,QE_I69
12702,10,39,QE_I69
12702,,5,QE_I69
12713,6,1,QE_I69
12713,8,1,QE_I69
12713,9,3,QE_I69
12713,10,19,QE_I69
12806,5,1,QE_I69
12806,6,1,QE_I69
12806,7,1,QE_I69
12806,8,3,QE_I69
12806,9,2,QE_I69
12806,10,9,QE_I69
12918,3,1,QE_I69
12918,4,1,QE_I69
12918,6,2,QE_I69
12918,8,7,QE_I69
12918,10,19,QE_I69
12969,2,1,QE_I69
12969,3,1,QE_I69
12969,4,2,QE_I69
12969,5,2,QE_I69
12969,6,3,QE_I69
12969,7,2,QE_I69
12969,8,5,QE_I69
12969,9,6,QE_I69
12969,10,35,QE_I69
12969,,7,QE_I69
13102,2,1,QE_I69
13102,3,1,QE_I69
13102,5,1,QE_I69
13102,8,1,QE_I69
13102,9,3,QE_I69
13102,10,6,QE_I69
13102,,1,QE_I69
13276,3,1,QE_I69
13276,8,5,QE_I69
13276,9,4,QE_I69
13276,10,20,QE_I69
13276,,2,QE_I69
13402,2,1,QE_I69
13402,3,2,QE_I69
13402,5,3,QE_I69
13402,6,1,QE_I69
13402,7,4,QE_I69
13402,8,12,QE_I69
13402,9,9,QE_I69
13402,10,23,QE_I69
13402,,11,QE_I69
13448,7,1,QE_I69
13448,8,3,QE_I69
13448,9,7,QE_I69
13448,10,6,QE_I69
13619,6,2,QE_I69
13619,7,2,QE_I69
13619,8,6,QE_I69
13619,9,1,QE_I69
13619,10,10,QE_I69
13619,,6,QE_I69
13741,7,1,QE_I69
13741,8,3,QE_I69
13741,9,1,QE_I69
13741,10,24,QE_I69
13741,,4,QE_I69
13873,8,1,QE_I69
13873,9,1,QE_I69
13873,10,11,QE_I69
14121,4,1,QE_I69
14121,5,2,QE_I69
14121,6,2,QE_I69
14121,8,2,QE_I69
14121,9,2,QE_I69
14121,10,3,QE_I69
14121,,1,QE_I69
14233,2,1,QE_I69
14233,3,4,QE_I69
14233,4,2,QE_I69
14233,5,1,QE_I69
14233,6,1,QE_I69
14233,7,5,QE_I69
14233,8,4,QE_I69
14233,9,5,QE_I69
14233,10,7,QE_I69
14233,,4,QE_I69
14328,1,1,QE_I69
14328,3,1,QE_I69
14328,5,2,QE_I69
14328,6,1,QE_I69
14328,7,7,QE_I69
14328,8,5,QE_I69
14328,9,18,QE_I69
14328,10,49,QE_I69
14328,,10,QE_I69
14505,4,1,QE_I69
14505,5,1,QE_I69
14505,6,1,QE_I69
14505,7,1,QE_I69
14505,8,4,QE_I69
14505,9,6,QE_I69
14505,10,24,QE_I69
14505,,15,QE_I69
14542,7,1,QE_I69
14542,8,1,QE_I69
14542,9,2,QE_I69
14542,10,7,QE_I69
14700,4,1,QE_I69
14700,8,1,QE_I69
14700,9,2,QE_I69
14700,10,11,QE_I69
14700,,2,QE_I69
15000,3,1,QE_I69
15000,8,2,QE_I69
15000,9,1,QE_I69
15000,10,4,QE_I69
15413,5,1,QE_I69
15413,7,1,QE_I69
15413,8,6,QE_I69
15413,9,3,QE_I69
15413,10,30,QE_I69
15413,,7,QE_I69
15629,10,7,QE_I69
15833,2,1,QE_I69
15833,7,1,QE_I69
15833,8,1,QE_I69
15833,9,3,QE_I69
15833,10,9,QE_I69
15862,3,1,QE_I69
15862,6,1,QE_I69
15862,7,1,QE_I69
15862,8,2,QE_I69
15862,10,3,QE_I69
15862,,2,QE_I69
15865,8,2,QE_I69
15865,9,1,QE_I69
15865,10,2,QE_I69
15865,,1,QE_I69
15868,0,1,QE_I69
15868,3,1,QE_I69
15868,7,2,QE_I69
15868,8,2,QE_I69
15868,9,1,QE_I69
15868,10,6,QE_I69
15868,,1,QE_I69
16009,1,1,QE_I69
16009,8,3,QE_I69
16009,9,3,QE_I69
16009,10,22,QE_I69
16009,,10,QE_I69
16010,8,1,QE_I69
16010,10,8,QE_I69
16010,,1,QE_I69
16268,5,2,QE_I69
16268,7,2,QE_I69
16268,8,1,QE_I69
16268,9,6,QE_I69
16268,10,13,QE_I69
16268,,8,QE_I69
16272,10,9,QE_I69
16403,7,1,QE_I69
16403,8,2,QE_I69
16403,9,1,QE_I69
16403,10,8,QE_I69
16403,,1,QE_I69
17154,7,3,QE_I69
17154,8,2,QE_I69
17154,9,1,QE_I69
17154,10,3,QE_I69
17154,,10,QE_I69
17196,4,1,QE_I69
17196,5,1,QE_I69
17196,6,2,QE_I69
17196,7,2,QE_I69
17196,8,3,QE_I69
17196,9,2,QE_I69
17196,10,16,QE_I69
17196,,12,QE_I69
18354,,1,QE_I69
18382,9,1,QE_I69
18382,10,8,QE_I69
18877,8,2,QE_I69
18877,9,1,QE_I69
18877,10,6,QE_I69
18892,4,1,QE_I69
18892,7,2,QE_I69
18892,8,5,QE_I69
18892,9,2,QE_I69
18892,10,5,QE_I69
18892,,1,QE_I69
18954,3,1,QE_I69
18954,8,2,QE_I69
18954,10,3,QE_I69
18959,9,1,QE_I69
18959,10,5,QE_I69
18961,6,1,QE_I69
18961,7,1,QE_I69
18961,8,5,QE_I69
18961,9,3,QE_I69
18961,10,9,QE_I69
18961,,3,QE_I69
19026,,1,QE_I69
19060,7,2,QE_I69
19060,8,4,QE_I69
19060,9,5,QE_I69
19060,10,36,QE_I69
19060,,2,QE_I69
19077,5,1,QE_I69
19077,8,5,QE_I69
19077,9,2,QE_I69
19077,10,5,QE_I69
19077,,8,QE_I69
19191,0,1,QE_I69
19191,2,1,QE_I69
19191,10,2,QE_I69
19367,9,1,QE_I69
19367,10,1,QE_I69
19396,4,1,QE_I69
19396,9,1,QE_I69
19396,10,7,QE_I69
20315,6,1,QE_I69
20315,8,3,QE_I69
20315,9,1,QE_I69
20315,10,6,QE_I69
20392,5,5,QE_I69
20392,7,6,QE_I69
20392,8,12,QE_I69
20392,9,6,QE_I69
20392,10,13,QE_I69
20392,,1,QE_I69
20578,8,3,QE_I69
20578,9,1,QE_I69
20578,10,6,QE_I69
20854,7,1,QE_I69
20854,8,4,QE_I69
20854,9,2,QE_I69
20854,10,10,QE_I69
20854,,1,QE_I69
21427,7,1,QE_I69
21427,8,1,QE_I69
21427,9,3,QE_I69
21427,10,6,QE_I69
21443,4,2,QE_I69
21443,5,2,QE_I69
21443,6,1,QE_I69
21443,7,2,QE_I69
21443,8,8,QE_I69
21443,9,7,QE_I69
21443,10,9,QE_I69
21443,,12,QE_I69
21578,8,1,QE_I69
21578,9,1,QE_I69
21578,10,4,QE_I69
21808,6,1,QE_I69
21808,7,1,QE_I69
21808,8,1,QE_I69
21808,9,1,QE_I69
21808,10,1,QE_I69
21822,4,1,QE_I69
21822,9,1,QE_I69
21822,10,7,QE_I69
21869,7,2,QE_I69
21869,10,8,QE_I69
21876,6,1,QE_I69
21876,8,1,QE_I69
21876,9,2,QE_I69
21876,10,4,QE_I69
21876,,2,QE_I69
21879,2,1,QE_I69
21879,7,1,QE_I69
21879,8,4,QE_I69
21879,9,2,QE_I69
21879,10,6,QE_I69
21892,,1,QE_I69
27518,2,1,QE_I69
27518,6,1,QE_I69
27518,8,3,QE_I69
27518,9,1,QE_I69
27518,10,4,QE_I69
27518,,3,QE_I69
29447,7,2,QE_I69
29447,8,5,QE_I69
29447,9,3,QE_I69
29447,10,6,QE_I69
38246,1,1,QE_I69
38246,7,1,QE_I69
38246,8,1,QE_I69
38246,9,6,QE_I69
38246,10,10,QE_I69
38246,,4,QE_I69
38431,4,1,QE_I69
38431,7,2,QE_I69
38431,8,1,QE_I69
38431,10,2,QE_I69
38431,,2,QE_I69
38678,7,3,QE_I69
38678,8,4,QE_I69
38678,9,1,QE_I69
38678,10,7,QE_I69
39715,10,4,QE_I69
41069,7,1,QE_I69
41069,9,1,QE_I69
41069,10,4,QE_I69
41490,5,1,QE_I69
41490,7,1,QE_I69
41490,8,2,QE_I69
41490,9,1,QE_I69
41490,10,10,QE_I69
41490,,1,QE_I69
43037,6,2,QE_I69
43037,7,1,QE_I69
43037,10,18,QE_I69
43037,,5,QE_I69
43084,8,1,QE_I69
43084,9,2,QE_I69
43084,10,3,QE_I69
43084,,3,QE_I69
44372,4,1,QE_I69
44372,5,1,QE_I69
44372,9,2,QE_I69
44372,10,21,QE_I69
44372,,7,QE_I69
45102,1,1,QE_I69
45102,9,3,QE_I69
45102,10,1,QE_I69
45102,,2,QE_I69
45701,7,1,QE_I69
45701,8,1,QE_I69
45701,9,2,QE_I69
45701,10,3,QE_I69
45703,9,2,QE_I69
45703,10,5,QE_I69
46729,8,3,QE_I69
46729,9,1,QE_I69
46729,10,7,QE_I69
46729,,2,QE_I69
47333,8,1,QE_I69
47333,10,5,QE_I69
48289,2,1,QE_I69
48289,4,1,QE_I69
48289,5,2,QE_I69
48289,6,2,QE_I69
48289,7,2,QE_I69
48289,8,4,QE_I69
48289,9,5,QE_I69
48289,10,16,QE_I69
48289,,1,QE_I69
48946,5,1,QE_I69
48946,7,2,QE_I69
48946,8,1,QE_I69
48946,9,2,QE_I69
48946,10,5,QE_I69
49324,3,2,QE_I69
49324,5,3,QE_I69
49324,7,8,QE_I69
49324,9,3,QE_I69
49324,10,21,QE_I69
49324,,46,QE_I69
50439,8,1,QE_I69
50439,9,1,QE_I69
50439,10,1,QE_I69
52068,,2,QE_I69
52139,6,1,QE_I69
52139,7,1,QE_I69
52139,10,2,QE_I69
52139,,2,QE_I69
52442,5,1,QE_I69
52442,6,1,QE_I69
52442,7,1,QE_I69
52442,8,2,QE_I69
52442,9,4,QE_I69
52442,10,31,QE_I69
55811,0,1,QE_I69
55811,6,1,QE_I69
55811,7,2,QE_I69
55811,8,3,QE_I69
55811,9,1,QE_I69
55811,10,6,QE_I69
55811,,4,QE_I69
58522,8,4,QE_I69
58522,9,1,QE_I69
58522,10,7,QE_I69
58522,,1,QE_I69
58526,7,2,QE_I69
58526,8,4,QE_I69
58526,9,1,QE_I69
58526,10,2,QE_I69
58588,5,1,QE_I69
58588,7,3,QE_I69
58588,8,4,QE_I69
58588,9,2,QE_I69
58588,10,7,QE_I69
58588,,2,QE_I69
59272,3,1,QE_I69
59272,4,1,QE_I69
59272,6,3,QE_I69
59272,7,4,QE_I69
59272,8,5,QE_I69
59272,9,5,QE_I69
59272,10,8,QE_I69
59426,0,2,QE_I69
59426,6,1,QE_I69
59426,7,9,QE_I69
59426,8,15,QE_I69
59426,9,14,QE_I69
59426,10,25,QE_I69
59426,,3,QE_I69
59996,5,1,QE_I69
59996,6,2,QE_I69
59996,8,5,QE_I69
59996,9,6,QE_I69
59996,10,29,QE_I69
59996,,11,QE_I69
60290,9,1,QE_I69
60290,10,6,QE_I69
60760,2,1,QE_I69
60760,6,1,QE_I69
60760,7,1,QE_I69
60760,8,1,QE_I69
60760,9,2,QE_I69
60760,10,24,QE_I69
60760,,1,QE_I69
61024,4,1,QE_I69
61024,8,4,QE_I69
61024,9,3,QE_I69
61024,10,7,QE_I69
61669,0,1,QE_I69
61669,8,1,QE_I69
61669,9,3,QE_I69
61669,10,9,QE_I69
61669,,4,QE_I69
63062,5,1,QE_I69
63062,6,1,QE_I69
63062,7,3,QE_I69
63062,8,6,QE_I69
63062,9,5,QE_I69
63062,10,12,QE_I69
63062,,4,QE_I69
63383,4,1,QE_I69
63383,6,3,QE_I69
63383,7,1,QE_I69
63383,8,4,QE_I69
63383,9,4,QE_I69
63383,10,12,QE_I69
63383,,7,QE_I69
64604,6,1,QE_I69
64604,7,1,QE_I69
64604,8,1,QE_I69
64604,9,1,QE_I69
64604,10,7,QE_I69
