CO_CURSO,RESPOSTA,n,VARIAVEL
1168573,B,1,QE_I70
1172590,A,76,QE_I70
1172590,B,7,QE_I70
1172590,C,5,QE_I70
1172590,D,1,QE_I70
1172590,E,18,QE_I70
1172590,F,7,QE_I70
1172590,,136,QE_I70
1179877,A,20,QE_I70
1179877,D,1,QE_I70
1179877,E,10,QE_I70
1179877,F,2,QE_I70
1179877,,2,QE_I70
1181042,A,17,QE_I70
1181042,E,1,QE_I70
1181042,F,2,QE_I70
1181042,,1,QE_I70
1182640,A,12,QE_I70
1182640,C,1,QE_I70
1182640,E,1,QE_I70
1182640,F,4,QE_I70
1182640,,2,QE_I70
1182765,A,11,QE_I70
1182765,E,1,QE_I70
1182765,F,1,QE_I70
1184450,A,25,QE_I70
1185309,A,4,QE_I70
1185309,C,1,QE_I70
1185309,,1,QE_I70
1185450,,2,QE_I70
1188419,A,12,QE_I70
1188419,,1,QE_I70
1190159,A,655,QE_I70
1190159,B,53,QE_I70
1190159,C,16,QE_I70
1190159,D,10,QE_I70
1190159,E,147,QE_I70
1190159,F,68,QE_I70
1190159,,383,QE_I70
1193885,A,6,QE_I70
1193885,,2,QE_I70
1202856,A,25,QE_I70
1202856,B,4,QE_I70
1202856,C,1,QE_I70
1202856,D,1,QE_I70
1202856,E,5,QE_I70
1202856,F,4,QE_I70
1202856,,19,QE_I70
1203136,A,17,QE_I70
1203136,B,4,QE_I70
1203136,D,1,QE_I70
1203136,E,3,QE_I70
1203136,F,2,QE_I70
1203136,,9,QE_I70
1205924,A,13,QE_I70
1205924,B,1,QE_I70
1205924,E,4,QE_I70
1205924,F,3,QE_I70
1205924,,3,QE_I70
1214485,A,6,QE_I70
1214485,B,1,QE_I70
1258370,A,4,QE_I70
1260434,A,11,QE_I70
1264321,A,5,QE_I70
1264321,E,1,QE_I70
1264336,A,6,QE_I70
1264336,,1,QE_I70
1266766,A,27,QE_I70
1266766,B,2,QE_I70
1266766,C,4,QE_I70
1266766,E,9,QE_I70
1266766,F,8,QE_I70
1266766,,13,QE_I70
1268237,,3,QE_I70
1270326,A,3,QE_I70
1270371,A,11,QE_I70
1270371,F,1,QE_I70
1284904,A,4,QE_I70
1284904,E,1,QE_I70
1284904,,1,QE_I70
1285866,A,280,QE_I70
1285866,B,15,QE_I70
1285866,C,8,QE_I70
1285866,D,4,QE_I70
1285866,E,50,QE_I70
1285866,F,30,QE_I70
1285866,,135,QE_I70
1292570,A,328,QE_I70
1292570,B,47,QE_I70
1292570,C,29,QE_I70
1292570,D,8,QE_I70
1292570,E,115,QE_I70
1292570,F,60,QE_I70
1292570,,214,QE_I70
1292767,A,9,QE_I70
1292767,E,2,QE_I70
1292902,A,10,QE_I70
1292902,F,1,QE_I70
1292902,,4,QE_I70
1296649,A,63,QE_I70
1296649,B,6,QE_I70
1296649,C,1,QE_I70
1296649,D,2,QE_I70
1296649,E,11,QE_I70
1296649,F,11,QE_I70
1296649,,38,QE_I70
1298841,A,9,QE_I70
1298841,E,1,QE_I70
1298841,,4,QE_I70
1300008,A,41,QE_I70
1300008,C,2,QE_I70
1300008,D,1,QE_I70
1300008,E,10,QE_I70
1300008,F,2,QE_I70
1300008,,13,QE_I70
1300375,A,27,QE_I70
1300375,B,1,QE_I70
1300375,,7,QE_I70
1304557,A,15,QE_I70
1304557,E,1,QE_I70
1304557,,2,QE_I70
1312211,A,7,QE_I70
1312211,E,1,QE_I70
1313067,A,16,QE_I70
1313067,B,4,QE_I70
1313067,E,1,QE_I70
1313067,F,5,QE_I70
1313067,,5,QE_I70
1313355,A,8,QE_I70
1313355,E,1,QE_I70
1313355,F,1,QE_I70
1313355,,1,QE_I70
1313360,A,9,QE_I70
1313360,B,1,QE_I70
1313360,,1,QE_I70
1315060,A,448,QE_I70
1315060,B,121,QE_I70
1315060,C,50,QE_I70
1315060,D,37,QE_I70
1315060,E,250,QE_I70
1315060,F,101,QE_I70
1315060,,381,QE_I70
1321332,A,14,QE_I70
1321332,D,2,QE_I70
1321332,E,2,QE_I70
1321332,,2,QE_I70
1321334,A,1,QE_I70
1321334,F,2,QE_I70
1321334,,1,QE_I70
1321678,A,3,QE_I70
1321678,E,1,QE_I70
1321678,,1,QE_I70
1327336,A,9,QE_I70
1327336,E,2,QE_I70
1327336,,1,QE_I70
1327524,A,11,QE_I70
1327524,F,1,QE_I70
1327524,,2,QE_I70
1330050,A,54,QE_I70
1330050,B,2,QE_I70
1330050,C,2,QE_I70
1330050,E,13,QE_I70
1330050,F,4,QE_I70
1330050,,57,QE_I70
1330203,,1,QE_I70
1330366,A,1,QE_I70
1330366,D,1,QE_I70
1330369,A,2,QE_I70
1330369,F,1,QE_I70
1330372,A,2,QE_I70
1330372,E,1,QE_I70
1330372,,2,QE_I70
1330384,A,17,QE_I70
1331356,A,11,QE_I70
1331356,B,1,QE_I70
1331356,E,1,QE_I70
1331356,F,1,QE_I70
1332695,A,15,QE_I70
1332695,E,2,QE_I70
1332695,F,1,QE_I70
1333201,A,14,QE_I70
1333201,B,1,QE_I70
1333201,E,1,QE_I70
1333201,F,1,QE_I70
1338287,A,3,QE_I70
1340989,A,15,QE_I70
1340989,F,1,QE_I70
1341230,A,9,QE_I70
1341230,D,1,QE_I70
1341230,F,2,QE_I70
1341347,A,10,QE_I70
1341347,F,3,QE_I70
1349112,A,10,QE_I70
1349112,E,1,QE_I70
1349112,F,1,QE_I70
1349112,,2,QE_I70
1350689,A,7,QE_I70
1366967,A,14,QE_I70
1366967,C,2,QE_I70
1366967,E,1,QE_I70
1375344,A,9,QE_I70
1375344,B,5,QE_I70
1375344,C,1,QE_I70
1375344,E,8,QE_I70
1375344,F,3,QE_I70
1375344,,6,QE_I70
1379285,A,45,QE_I70
1379285,B,4,QE_I70
1379285,C,1,QE_I70
1379285,E,5,QE_I70
1379285,F,9,QE_I70
1379285,,37,QE_I70
1382647,A,6,QE_I70
1382647,B,1,QE_I70
1382647,C,1,QE_I70
1382647,E,1,QE_I70
1382647,,1,QE_I70
1382815,B,1,QE_I70
1382815,D,1,QE_I70
1382815,F,2,QE_I70
1385337,,2,QE_I70
1387235,A,6,QE_I70
1387235,E,1,QE_I70
1387235,F,1,QE_I70
1387235,,2,QE_I70
1396228,A,17,QE_I70
1396228,F,1,QE_I70
1399848,A,13,QE_I70
1401623,A,191,QE_I70
1401623,B,10,QE_I70
1401623,C,8,QE_I70
1401623,D,8,QE_I70
1401623,E,26,QE_I70
1401623,F,65,QE_I70
1401623,,217,QE_I70
1405215,A,18,QE_I70
1405215,B,1,QE_I70
1405215,C,1,QE_I70
1405215,D,1,QE_I70
1405215,E,3,QE_I70
1405215,F,1,QE_I70
1405215,,5,QE_I70
1406007,A,3,QE_I70
1406064,,1,QE_I70
1407205,,1,QE_I70
1414995,A,8,QE_I70
1414995,E,1,QE_I70
1416142,A,7,QE_I70
1416142,E,1,QE_I70
1416142,F,1,QE_I70
1416142,,1,QE_I70
1419680,A,5,QE_I70
1419680,B,1,QE_I70
1419680,E,8,QE_I70
1419680,,1,QE_I70
1419827,A,4,QE_I70
1419827,D,1,QE_I70
1419827,E,2,QE_I70
1419827,F,1,QE_I70
1419827,,2,QE_I70
1420449,A,2,QE_I70
1420449,C,2,QE_I70
1420637,A,10,QE_I70
1420637,B,1,QE_I70
1420637,C,1,QE_I70
1420637,E,2,QE_I70
1420637,F,2,QE_I70
1420637,,4,QE_I70
1439555,A,20,QE_I70
1439555,B,3,QE_I70
1439555,C,1,QE_I70
1439555,D,1,QE_I70
1439555,E,4,QE_I70
1439555,F,1,QE_I70
1439555,,5,QE_I70
1441230,A,11,QE_I70
1441230,E,1,QE_I70
1441230,,1,QE_I70
1442119,A,12,QE_I70
1442119,B,1,QE_I70
1442119,C,1,QE_I70
1442119,E,9,QE_I70
1442119,,1,QE_I70
1442126,A,1,QE_I70
1442126,E,1,QE_I70
1442126,F,1,QE_I70
1442126,,1,QE_I70
1442906,A,20,QE_I70
1442906,E,2,QE_I70
1442928,A,4,QE_I70
1442928,F,1,QE_I70
1442928,,1,QE_I70
1445889,A,2,QE_I70
1445889,E,1,QE_I70
1451120,A,39,QE_I70
1451120,B,2,QE_I70
1451120,C,2,QE_I70
1451120,D,1,QE_I70
1451120,E,7,QE_I70
1451120,F,2,QE_I70
1451120,,9,QE_I70
1452609,A,5,QE_I70
1452609,B,1,QE_I70
1452609,E,1,QE_I70
1453816,A,7,QE_I70
1453816,"C,D",1,QE_I70
1453816,F,1,QE_I70
1454028,,1,QE_I70
1454137,A,1,QE_I70
1454137,,4,QE_I70
1457027,A,7,QE_I70
1457027,E,2,QE_I70
1457027,F,1,QE_I70
1457037,A,3,QE_I70
1457167,A,21,QE_I70
1457167,F,1,QE_I70
1457267,A,3,QE_I70
1457267,,1,QE_I70
1458143,A,3,QE_I70
1458481,A,4,QE_I70
1458668,A,5,QE_I70
1458668,E,2,QE_I70
1458668,F,2,QE_I70
1458668,,2,QE_I70
1465529,A,7,QE_I70
1465529,F,1,QE_I70
1465529,,1,QE_I70
1467890,A,1,QE_I70
1467890,C,1,QE_I70
1468161,A,2,QE_I70
1468161,B,1,QE_I70
1468161,E,1,QE_I70
1472818,A,9,QE_I70
1472818,E,3,QE_I70
1472818,,1,QE_I70
1473015,A,8,QE_I70
1473015,B,1,QE_I70
1473185,,1,QE_I70
1477654,A,27,QE_I70
1477654,E,2,QE_I70
1477654,,3,QE_I70
1483407,A,6,QE_I70
1483407,E,1,QE_I70
1483407,F,2,QE_I70
1483490,A,10,QE_I70
1483490,B,1,QE_I70
1483490,F,2,QE_I70
1483490,,9,QE_I70
1483500,A,6,QE_I70
1483500,B,1,QE_I70
1483500,D,1,QE_I70
1483500,F,3,QE_I70
1483500,,5,QE_I70
1483518,B,1,QE_I70
1483518,,2,QE_I70
1485453,,3,QE_I70
1486952,A,7,QE_I70
1486952,B,1,QE_I70
1486952,C,1,QE_I70
1486952,E,5,QE_I70
1487060,A,7,QE_I70
1487060,E,1,QE_I70
1487060,F,3,QE_I70
1487060,,7,QE_I70
1487353,A,4,QE_I70
1487353,B,1,QE_I70
1487353,,2,QE_I70
1488240,A,3,QE_I70
1488240,E,2,QE_I70
1488240,F,1,QE_I70
1488240,,1,QE_I70
1488974,A,6,QE_I70
1488974,B,2,QE_I70
1488974,E,5,QE_I70
1488974,F,1,QE_I70
1488974,,4,QE_I70
1497052,A,2,QE_I70
1497052,,1,QE_I70
1499549,A,4,QE_I70
1499549,C,1,QE_I70
1499549,F,2,QE_I70
1499549,,1,QE_I70
1506116,A,7,QE_I70
1506116,B,2,QE_I70
1506116,C,2,QE_I70
1506116,D,1,QE_I70
1506116,E,2,QE_I70
1506116,,1,QE_I70
1509485,A,3,QE_I70
1514192,,1,QE_I70
1515609,A,17,QE_I70
1515609,E,1,QE_I70
1515609,F,1,QE_I70
1515616,A,17,QE_I70
1515616,,1,QE_I70
1515618,A,8,QE_I70
1515618,B,1,QE_I70
1516669,,1,QE_I70
1517196,A,6,QE_I70
1517196,,2,QE_I70
1517293,A,22,QE_I70
1517293,C,2,QE_I70
1517293,D,2,QE_I70
1517293,E,12,QE_I70
1517293,F,4,QE_I70
1517293,,17,QE_I70
1518083,A,4,QE_I70
1518083,E,1,QE_I70
1519071,A,1,QE_I70
1519071,B,1,QE_I70
1519071,E,1,QE_I70
1519071,F,1,QE_I70
1520538,,1,QE_I70
1522008,A,6,QE_I70
1522008,B,1,QE_I70
1522008,D,2,QE_I70
1522008,E,2,QE_I70
1522008,F,1,QE_I70
1522008,,18,QE_I70
1525884,A,5,QE_I70
1525884,B,1,QE_I70
1525884,E,1,QE_I70
1525884,,1,QE_I70
1525963,,1,QE_I70
1527381,A,4,QE_I70
1527381,B,2,QE_I70
1527381,E,2,QE_I70
1536334,A,61,QE_I70
1536334,B,12,QE_I70
1536334,C,6,QE_I70
1536334,D,1,QE_I70
1536334,E,30,QE_I70
1536334,F,5,QE_I70
1536334,,31,QE_I70
1541484,A,8,QE_I70
1541484,B,1,QE_I70
1541484,C,1,QE_I70
1541484,E,2,QE_I70
1541484,,9,QE_I70
1543037,A,1,QE_I70
1543037,,1,QE_I70
1546260,A,1,QE_I70
1546260,F,1,QE_I70
1546969,A,1,QE_I70
1546969,E,1,QE_I70
1547032,,1,QE_I70
1547054,,1,QE_I70
1550087,A,164,QE_I70
1550087,B,26,QE_I70
1550087,C,5,QE_I70
1550087,D,9,QE_I70
1550087,E,50,QE_I70
1550087,F,27,QE_I70
1550087,,84,QE_I70
1550199,A,3,QE_I70
1550199,,1,QE_I70
1550498,A,4,QE_I70
1550498,E,1,QE_I70
1550498,,1,QE_I70
1550509,A,5,QE_I70
1551083,A,1,QE_I70
1551083,E,1,QE_I70
1555830,A,23,QE_I70
1555830,C,1,QE_I70
1555830,E,1,QE_I70
1555830,F,1,QE_I70
1555830,,6,QE_I70
1562928,A,5,QE_I70
1562928,B,1,QE_I70
1562928,E,2,QE_I70
1571245,A,4,QE_I70
1571245,C,1,QE_I70
1571245,F,1,QE_I70
1572855,,1,QE_I70
1575689,A,8,QE_I70
1575689,D,1,QE_I70
1575689,E,3,QE_I70
1575689,F,1,QE_I70
1576008,A,4,QE_I70
1576008,E,4,QE_I70
1576008,,2,QE_I70
1576347,,1,QE_I70
1576448,A,3,QE_I70
1576448,,2,QE_I70
1576702,,1,QE_I70
1577419,A,2,QE_I70
1577419,E,1,QE_I70
1577419,F,2,QE_I70
1577419,,3,QE_I70
1584375,,1,QE_I70
1591417,A,2,QE_I70
1591417,,3,QE_I70
1591581,A,1,QE_I70
1591581,,8,QE_I70
1595470,,1,QE_I70
1595646,A,16,QE_I70
1595781,A,2,QE_I70
1595781,E,1,QE_I70
1596704,A,2,QE_I70
1596704,F,1,QE_I70
1597098,,1,QE_I70
1598572,A,4,QE_I70
1598572,B,1,QE_I70
1598970,A,2,QE_I70
1599021,A,28,QE_I70
1599021,F,1,QE_I70
1599390,,1,QE_I70
1611291,A,29,QE_I70
1611291,B,1,QE_I70
1611291,E,5,QE_I70
1611291,F,1,QE_I70
1611291,,1,QE_I70
1611292,A,10,QE_I70
1615079,A,2,QE_I70
1615079,F,3,QE_I70
1625069,A,15,QE_I70
1625069,B,3,QE_I70
1625069,C,1,QE_I70
1625069,D,1,QE_I70
1625069,E,7,QE_I70
1625069,F,1,QE_I70
1625081,A,12,QE_I70
1625081,E,1,QE_I70
1625089,A,16,QE_I70
1625089,B,1,QE_I70
1625089,E,1,QE_I70
1625089,F,1,QE_I70
1625094,A,11,QE_I70
1625094,B,3,QE_I70
1634832,A,4,QE_I70
1634832,,3,QE_I70
1634842,A,2,QE_I70
1634842,E,1,QE_I70
1634877,,2,QE_I70
1634891,A,5,QE_I70
1634891,,6,QE_I70
1668061,A,3,QE_I70
1668061,F,1,QE_I70
1676716,A,13,QE_I70
1676716,F,2,QE_I70
5000138,A,9,QE_I70
5000487,A,10,QE_I70
5000487,E,2,QE_I70
5000493,A,9,QE_I70
5000493,E,1,QE_I70
5000493,,1,QE_I70
5000912,A,4,QE_I70
5001337,A,28,QE_I70
5001337,F,2,QE_I70
5001337,,2,QE_I70
