NU_ANO,CO_CURSO,CO_IES,CO_CATEGAD,CO_ORGACAD,CO_GRUPO,CO_MODALIDADE,CO_MUNIC_CURSO,CO_UF_CURSO,CO_REGIAO_CURSO,NO_IES,SG_IES,AREA,MODALIDADE,MUNICIPIO,UF,INSCRITOS,PARTICIPANTES,TOTAL_PADRAO_PROFICIENCIA,PCT_PADRAO_PROFICIENCIA,CONCEITO_ENADE,SITUACAO_CONCEITO,ROTULO_OFERTA,CONCEITO_ENADE_NUM,INSCRITOS_NUM,PARTICIPANTES_NUM,PCT_PADRAO_PROFICIENCIA_NUM,GRUPO_CODIGO,GRUPO
2025,1135958,11862,5,10022,702,1,2926004,29,2,FACULDADE ALFREDO NASSER DE REMANSO,,MATEMÁTICA ,Presencial,Remanso,BA,3,2,0,0,1,Conceito 1,Remanso - Presencial,1,3,2,0.0,E,Restante do Brasil
2025,1137846,580,1,10028,702,0,2611606,26,2,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,MATEMÁTICA ,EaD,Recife,PE,27,18,11,0.611,3,Conceito superior a 1,Recife - EaD,3,27,18,0.611,E,Restante do Brasil
2025,1139335,4503,1,10028,702,0,2909802,29,2,UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA,UFRB,MATEMÁTICA ,EaD,Cruz das Almas,BA,5,4,1,0.25,1,Conceito 1,Cruz das Almas - EaD,1,5,4,0.25,E,Restante do Brasil
2025,1140021,577,1,10028,702,0,2704302,27,2,UNIVERSIDADE FEDERAL DE ALAGOAS,UFAL,MATEMÁTICA ,EaD,Maceió,AL,19,15,3,0.2,1,Conceito 1,Maceió - EaD,1,19,15,0.2,E,Restante do Brasil
2025,1142320,3189,1,10026,702,1,3162807,31,3,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS",IFMG,MATEMÁTICA ,Presencial,São João Evangelista,MG,10,9,4,0.444,2,Conceito superior a 1,São João Evangelista - Presencial,2,10,9,0.444,E,Restante do Brasil
2025,1151457,29,2,10028,702,0,2304400,23,2,UNIVERSIDADE ESTADUAL DO CEARÁ,UECE,MATEMÁTICA ,EaD,Fortaleza,CE,16,2,1,0.5,2,Conceito superior a 1,Fortaleza - EaD,2,16,2,0.5,E,Restante do Brasil
2025,1152312,3184,1,10026,702,1,1400100,14,1,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE RORAIMA",IFRR,MATEMÁTICA ,Presencial,Boa Vista,RR,4,4,1,0.25,1,Conceito 1,Boa Vista - Presencial,1,4,4,0.25,D,Restante da Região Norte
2025,1152591,665,7,10028,702,0,3554102,35,3,UNIVERSIDADE DE TAUBATÉ,UNITAU,MATEMÁTICA ,EaD,Taubaté,SP,9,6,4,0.667,3,Conceito superior a 1,Taubaté - EaD,3,9,6,0.667,E,Restante do Brasil
2025,1152637,588,1,10028,702,1,4127700,41,4,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,UTFPR,MATEMÁTICA ,Presencial,Toledo,PR,15,14,9,0.643,3,Conceito superior a 1,Toledo - Presencial,3,15,14,0.643,E,Restante do Brasil
2025,1152880,2564,1,10028,702,1,2503704,25,2,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UFCG,MATEMÁTICA ,Presencial,Cajazeiras,PB,26,24,7,0.292,1,Conceito 1,Cajazeiras - Presencial,1,26,24,0.292,E,Restante do Brasil
2025,1153801,3163,1,10026,702,1,3303609,33,3,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO DE JANEIRO",IFRJ,MATEMÁTICA ,Presencial,Paracambi,RJ,44,28,14,0.5,2,Conceito superior a 1,Paracambi - Presencial,2,44,28,0.5,E,Restante do Brasil
2025,1154825,589,1,10028,702,0,2408003,24,2,UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO,UFERSA,MATEMÁTICA ,EaD,Mossoró,RN,22,17,8,0.471,2,Conceito superior a 1,Mossoró - EaD,2,22,17,0.471,E,Restante do Brasil
2025,1155366,746,2,10028,702,1,2307304,23,2,UNIVERSIDADE REGIONAL DO CARIRI,URCA,MATEMÁTICA ,Presencial,Juazeiro do Norte,CE,21,14,4,0.286,1,Conceito 1,Juazeiro do Norte - Presencial,1,21,14,0.286,E,Restante do Brasil
2025,1156565,601,1,10026,702,1,4310009,43,4,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL",IFRS,MATEMÁTICA ,Presencial,Ibirubá,RS,4,2,1,0.5,2,Conceito superior a 1,Ibirubá - Presencial,2,4,2,0.5,E,Restante do Brasil
2025,1156623,18492,2,10028,702,1,4101408,41,4,Universidade Estadual do Paraná,UNESPAR,MATEMÁTICA ,Presencial,Apucarana,PR,7,6,3,0.5,2,Conceito superior a 1,Apucarana - Presencial,2,7,6,0.5,E,Restante do Brasil
2025,1160182,1807,1,10026,702,0,2304400,23,2,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,MATEMÁTICA ,EaD,Fortaleza,CE,13,7,0,0,1,Conceito 1,Fortaleza - EaD,1,13,7,0.0,E,Restante do Brasil
2025,1160371,600,1,10026,702,1,2114007,21,2,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",IFMA,MATEMÁTICA ,Presencial,Zé Doca,MA,32,26,3,0.115,1,Conceito 1,Zé Doca - Presencial,1,32,26,0.115,E,Restante do Brasil
2025,1160424,3164,1,10026,702,1,5105150,51,5,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO",IFMT,MATEMÁTICA ,Presencial,Juína,MT,11,1,,,SC,Sem conceito,Juína - Presencial,,11,1,,E,Restante do Brasil
2025,1160481,1640,4,10020,702,1,2923803,29,2,CENTRO UNIVERSITÁRIO AGES,UniAGES,MATEMÁTICA ,Presencial,Paripiranga,BA,5,5,2,0.4,2,Conceito superior a 1,Paripiranga - Presencial,2,5,5,0.4,E,Restante do Brasil
2025,1160830,163,4,10028,702,0,3304557,33,3,UNIVERSIDADE ESTÁCIO DE SÁ,UNESA,MATEMÁTICA ,EaD,Rio de Janeiro,RJ,629,250,83,0.332,1,Conceito 1,Rio de Janeiro - EaD,1,629,250,0.332,E,Restante do Brasil
2025,1160979,1807,1,10026,702,1,2302800,23,2,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,MATEMÁTICA ,Presencial,Canindé,CE,24,19,14,0.737,3,Conceito superior a 1,Canindé - Presencial,3,24,19,0.737,E,Restante do Brasil
2025,1161404,599,1,10026,702,1,2905701,29,2,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA",IFBA,MATEMÁTICA ,Presencial,Camaçari,BA,30,27,14,0.519,2,Conceito superior a 1,Camaçari - Presencial,2,30,27,0.519,E,Restante do Brasil
2025,1166758,596,1,10028,702,0,3121605,31,3,UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,UFVJM,MATEMÁTICA ,EaD,Diamantina,MG,18,16,7,0.438,2,Conceito superior a 1,Diamantina - EaD,2,18,16,0.438,E,Restante do Brasil
2025,1168573,4098,1,10026,702,1,4318002,43,4,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA",IFFarroupilha,MATEMÁTICA ,Presencial,São Borja,RS,9,7,1,0.143,1,Conceito 1,São Borja - Presencial,1,9,7,0.143,E,Restante do Brasil
2025,1172590,1205,4,10020,702,0,4113205,41,4,CENTRO UNIVERSITÁRIO FAEL,UNIFAEL,MATEMÁTICA ,EaD,Lapa,PR,250,77,10,0.13,1,Conceito 1,Lapa - EaD,1,250,77,0.13,E,Restante do Brasil
2025,1179877,95,2,10028,702,1,2312908,23,2,UNIVERSIDADE ESTADUAL VALE DO ACARAÚ,UVA,MATEMÁTICA ,Presencial,Sobral,CE,35,32,16,0.5,2,Conceito superior a 1,Sobral - Presencial,2,35,32,0.5,E,Restante do Brasil
2025,1181042,1810,1,10026,702,1,3509700,35,3,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",IFSP,MATEMÁTICA ,Presencial,Campos do Jordão,SP,21,17,13,0.765,4,Conceito superior a 1,Campos do Jordão - Presencial,4,21,17,0.765,E,Restante do Brasil
2025,1182640,550,2,10028,702,1,2510808,25,2,UNIVERSIDADE ESTADUAL DA PARAÍBA,UEPB,MATEMÁTICA ,Presencial,Patos,PB,20,16,6,0.375,1,Conceito 1,Patos - Presencial,1,20,16,0.375,E,Restante do Brasil
2025,1182765,4785,1,10026,702,1,1100304,11,1,INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DE RONDÔNIA,IFRO,MATEMÁTICA ,Presencial,Vilhena,RO,13,12,6,0.5,2,Conceito superior a 1,Vilhena - Presencial,2,13,12,0.5,D,Restante da Região Norte
2025,1184450,1082,1,10026,702,1,2411205,24,2,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE",IFRN,MATEMÁTICA ,Presencial,Santa Cruz,RN,25,24,12,0.5,2,Conceito superior a 1,Santa Cruz - Presencial,2,25,24,0.5,E,Restante do Brasil
2025,1185309,789,1,10028,702,0,1400100,14,1,UNIVERSIDADE FEDERAL DE RORAIMA,UFRR,MATEMÁTICA ,EaD,Boa Vista,RR,6,3,1,0.333,1,Conceito 1,Boa Vista - EaD,1,6,3,0.333,D,Restante da Região Norte
2025,1185450,374,5,10020,702,1,3550308,35,3,CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS,FMU,MATEMÁTICA ,Presencial,São Paulo,SP,2,1,,,SC,Sem conceito,São Paulo - Presencial,,2,1,,E,Restante do Brasil
2025,1188419,600,1,10026,702,1,2111102,21,2,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",IFMA,MATEMÁTICA ,Presencial,São João dos Patos,MA,13,12,6,0.5,2,Conceito superior a 1,São João dos Patos - Presencial,2,13,12,0.5,E,Restante do Brasil
2025,1190159,298,4,10028,702,0,4113700,41,4,Universidade Pitágoras Unopar Anhanguera,Unopar,MATEMÁTICA ,EaD,Londrina,PR,1332,763,184,0.241,1,Conceito 1,Londrina - EaD,1,1332,763,0.241,E,Restante do Brasil
2025,1193885,3165,1,10026,702,0,3170107,31,3,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DO TRIÂNGULO MINEIRO",IFTM,MATEMÁTICA ,EaD,Uberaba,MG,8,6,2,0.333,1,Conceito 1,Uberaba - EaD,1,8,6,0.333,E,Restante do Brasil
2025,1202856,548,1,10028,702,0,2111300,21,2,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,MATEMÁTICA ,EaD,São Luís,MA,59,25,2,0.08,1,Conceito 1,São Luís - EaD,1,59,25,0.08,E,Restante do Brasil
2025,1203136,40,2,10028,702,0,2927408,29,2,UNIVERSIDADE DO ESTADO DA BAHIA,UNEB,MATEMÁTICA ,EaD,Salvador,BA,36,20,4,0.2,1,Conceito 1,Salvador - EaD,1,36,20,0.2,E,Restante do Brasil
2025,1205924,449,8,10028,702,0,4304606,43,4,UNIVERSIDADE LUTERANA DO BRASIL,ULBRA,MATEMÁTICA ,EaD,Canoas,RS,24,17,4,0.235,1,Conceito 1,Canoas - EaD,1,24,17,0.235,E,Restante do Brasil
2025,1214485,549,1,10028,702,0,1200401,12,1,UNIVERSIDADE FEDERAL DO ACRE,UFAC,MATEMÁTICA ,EaD,Rio Branco,AC,7,2,1,0.5,2,Conceito superior a 1,Rio Branco - EaD,2,7,2,0.5,D,Restante da Região Norte
2025,1258370,2189,4,10022,702,1,2111300,21,2,FACULDADE DO MARANHÃO,FACAM-MA,MATEMÁTICA ,Presencial,São Luís,MA,4,3,1,0.333,1,Conceito 1,São Luís - Presencial,1,4,3,0.333,E,Restante do Brasil
2025,1260434,15121,1,10028,702,1,4204202,42,4,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,UFFS,MATEMÁTICA ,Presencial,Chapecó,SC,11,11,8,0.727,3,Conceito superior a 1,Chapecó - Presencial,3,11,11,0.727,E,Restante do Brasil
2025,1264321,601,1,10026,702,1,4304606,43,4,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL",IFRS,MATEMÁTICA ,Presencial,Canoas,RS,6,6,4,0.667,3,Conceito superior a 1,Canoas - Presencial,3,6,6,0.667,E,Restante do Brasil
2025,1264336,600,1,10026,702,1,2102325,21,2,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",IFMA,MATEMÁTICA ,Presencial,Buriticupu,MA,7,6,1,0.167,1,Conceito 1,Buriticupu - Presencial,1,7,6,0.167,E,Restante do Brasil
2025,1266766,417,4,10028,702,0,3550308,35,3,UNIVERSIDADE CIDADE DE SÃO PAULO,UNICID,MATEMÁTICA ,EaD,São Paulo,SP,63,36,14,0.389,1,Conceito 1,São Paulo - EaD,1,63,36,0.389,E,Restante do Brasil
2025,1268237,322,4,10028,702,1,5300108,53,5,UNIVERSIDADE PAULISTA,UNIP,MATEMÁTICA ,Presencial,Brasília,DF,3,1,,,SC,Sem conceito,Brasília - Presencial,,3,1,,E,Restante do Brasil
2025,1270326,18440,1,10028,702,1,1506708,15,1,UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARÁ,UNIFESSPA,MATEMÁTICA ,Presencial,Santana do Araguaia,PA,3,3,1,0.333,1,Conceito 1,Santana do Araguaia - Presencial,1,3,3,0.333,C,Outras IES do Pará
2025,1270371,585,1,10028,702,1,4202404,42,4,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,MATEMÁTICA ,Presencial,Blumenau,SC,12,12,10,0.833,4,Conceito superior a 1,Blumenau - Presencial,4,12,12,0.833,E,Restante do Brasil
2025,1284904,18759,1,10028,702,1,2302503,23,2,UNIVERSIDADE FEDERAL DO CARIRI,UFCA,MATEMÁTICA ,Presencial,Brejo Santo,CE,6,5,0,0,1,Conceito 1,Brejo Santo - Presencial,1,6,5,0.0,E,Restante do Brasil
2025,1285866,221,4,10028,702,0,3550308,35,3,UNIVERSIDADE CRUZEIRO DO SUL,UNICSUL,MATEMÁTICA ,EaD,São Paulo,SP,522,275,112,0.407,2,Conceito superior a 1,São Paulo - EaD,2,522,275,0.407,E,Restante do Brasil
2025,1292570,1196,4,10028,702,0,4115200,41,4,UNIVERSIDADE CESUMAR,UNICESUMAR,MATEMÁTICA ,EaD,Maringá,PR,801,404,108,0.267,1,Conceito 1,Maringá - EaD,1,801,404,0.267,E,Restante do Brasil
2025,1292767,15497,1,10028,702,1,2311603,23,2,UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA,UNILAB,MATEMÁTICA ,Presencial,Redenção,CE,11,11,6,0.545,2,Conceito superior a 1,Redenção - Presencial,2,11,11,0.545,E,Restante do Brasil
2025,1292902,4785,1,10026,702,1,1100049,11,1,INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DE RONDÔNIA,IFRO,MATEMÁTICA ,Presencial,Cacoal,RO,15,9,6,0.667,3,Conceito superior a 1,Cacoal - Presencial,3,15,9,0.667,D,Restante da Região Norte
2025,1296649,496,4,10028,702,0,3516200,35,3,UNIVERSIDADE DE FRANCA,UNIFRAN,MATEMÁTICA ,EaD,Franca,SP,132,75,24,0.32,1,Conceito 1,Franca - EaD,1,132,75,0.32,E,Restante do Brasil
2025,1298841,671,4,10028,702,0,5002704,50,5,UNIVERSIDADE ANHANGUERA,UNIDERP,MATEMÁTICA ,EaD,Campo Grande,MS,14,7,1,0.143,1,Conceito 1,Campo Grande - EaD,1,14,7,0.143,E,Restante do Brasil
2025,1300008,316,5,10028,702,0,3550308,35,3,UNIVERSIDADE NOVE DE JULHO,UNINOVE,MATEMÁTICA ,EaD,São Paulo,SP,69,48,6,0.125,1,Conceito 1,São Paulo - EaD,1,69,48,0.125,E,Restante do Brasil
2025,1300375,569,1,10028,702,1,1506203,15,1,UNIVERSIDADE FEDERAL DO PARÁ,UFPA,MATEMÁTICA ,Presencial,Salinópolis,PA,35,26,3,0.115,1,Conceito 1,Salinópolis - Presencial,1,35,26,0.115,A,UFPA — Conceito 1
2025,1304557,584,1,10028,702,1,5208707,52,5,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,MATEMÁTICA ,Presencial,Goiânia,GO,18,15,13,0.867,4,Conceito superior a 1,Goiânia - Presencial,4,18,15,0.867,E,Restante do Brasil
2025,1312211,15001,1,10028,702,1,4108304,41,4,UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA,UNILA,MATEMÁTICA ,Presencial,Foz do Iguaçu,PR,8,8,6,0.75,4,Conceito superior a 1,Foz do Iguaçu - Presencial,4,8,8,0.75,E,Restante do Brasil
2025,1313067,3849,1,10028,702,0,1721000,17,1,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,UFT,MATEMÁTICA ,EaD,Palmas,TO,31,15,1,0.067,1,Conceito 1,Palmas - EaD,1,31,15,0.067,D,Restante da Região Norte
2025,1313355,4358,1,10026,702,1,3152501,31,3,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS",IF SUL DE MINAS,MATEMÁTICA ,Presencial,Pouso Alegre,MG,11,9,6,0.667,3,Conceito superior a 1,Pouso Alegre - Presencial,3,11,9,0.667,E,Restante do Brasil
2025,1313360,4358,1,10026,702,1,3147907,31,3,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS",IF SUL DE MINAS,MATEMÁTICA ,Presencial,Passos,MG,11,8,1,0.125,1,Conceito 1,Passos - Presencial,1,11,8,0.125,E,Restante do Brasil
2025,1315060,1491,4,10020,702,0,4106902,41,4,CENTRO UNIVERSITÁRIO INTERNACIONAL,UNINTER,MATEMÁTICA ,EaD,Curitiba,PR,1388,646,291,0.45,2,Conceito superior a 1,Curitiba - EaD,2,1388,646,0.45,E,Restante do Brasil
2025,1321332,1811,1,10026,702,1,5221858,52,5,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS",IFG,MATEMÁTICA ,Presencial,Valparaíso de Goiás,GO,20,15,13,0.867,4,Conceito superior a 1,Valparaíso de Goiás - Presencial,4,20,15,0.867,E,Restante do Brasil
2025,1321334,25274,1,10028,702,0,5205109,52,5,UNIVERSIDADE FEDERAL DE CATALÃO,UFCAT,MATEMÁTICA ,EaD,Catalão,GO,4,2,1,0.5,2,Conceito superior a 1,Catalão - EaD,2,4,2,0.5,E,Restante do Brasil
2025,1321678,1908,5,10022,702,1,3205002,32,3,FACULDADE BRASILEIRA CRISTÃ,FBC,MATEMÁTICA ,Presencial,Serra,ES,5,4,1,0.25,1,Conceito 1,Serra - Presencial,1,5,4,0.25,E,Restante do Brasil
2025,1327336,600,1,10026,702,1,2103000,21,2,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",IFMA,MATEMÁTICA ,Presencial,Caxias,MA,12,9,3,0.333,1,Conceito 1,Caxias - Presencial,1,12,9,0.333,E,Restante do Brasil
2025,1327524,746,2,10028,702,1,2302701,23,2,UNIVERSIDADE REGIONAL DO CARIRI,URCA,MATEMÁTICA ,Presencial,Campos Sales,CE,14,10,0,0,1,Conceito 1,Campos Sales - Presencial,1,14,10,0.0,E,Restante do Brasil
2025,1330050,1270,4,10020,702,0,3543402,35,3,CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO,ESTÁCIO RIBEIRÃO PRE,MATEMÁTICA ,EaD,Ribeirão Preto,SP,132,61,22,0.361,1,Conceito 1,Ribeirão Preto - EaD,1,132,61,0.361,E,Restante do Brasil
2025,1330203,720,3,10022,702,1,2602902,26,2,FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS APLICADAS DO CABO DE SANTO AGOSTINHO,FACHUCA,MATEMÁTICA ,Presencial,Cabo de Santo Agostinho,PE,1,,,,SC,Sem conceito,Cabo de Santo Agostinho - Presencial,,1,,,E,Restante do Brasil
2025,1330366,571,1,10028,702,1,4112108,41,4,UNIVERSIDADE FEDERAL DO PARANÁ,UFPR,MATEMÁTICA ,Presencial,Jandaia do Sul,PR,2,2,2,1,5,Conceito superior a 1,Jandaia do Sul - Presencial,5,2,2,1.0,E,Restante do Brasil
2025,1330369,571,1,10028,702,1,4119954,41,4,UNIVERSIDADE FEDERAL DO PARANÁ,UFPR,MATEMÁTICA ,Presencial,Pontal do Paraná,PR,3,2,1,0.5,2,Conceito superior a 1,Pontal do Paraná - Presencial,2,3,2,0.5,E,Restante do Brasil
2025,1330372,571,1,10028,702,1,4117909,41,4,UNIVERSIDADE FEDERAL DO PARANÁ,UFPR,MATEMÁTICA ,Presencial,Palotina,PR,5,3,2,0.667,3,Conceito superior a 1,Palotina - Presencial,3,5,3,0.667,E,Restante do Brasil
2025,1330384,14408,1,10026,702,1,5300108,53,5,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIENCIA E TECNOLOGIA DE BRASILIA",IFB,MATEMÁTICA ,Presencial,Brasília,DF,17,16,7,0.438,2,Conceito superior a 1,Brasília - Presencial,2,17,16,0.438,E,Restante do Brasil
2025,1331356,17731,5,10022,702,1,3550308,35,3,FACULDADE SESI-SP DE EDUCAÇÃO,FASESP,MATEMÁTICA ,Presencial,São Paulo,SP,14,13,7,0.538,2,Conceito superior a 1,São Paulo - Presencial,2,14,13,0.538,E,Restante do Brasil
2025,1332695,23410,2,10028,702,1,2105302,21,2,UNIVERSIDADE ESTADUAL DA REGIÃO TOCANTINA DO MARANHÃO,UEMASUL,MATEMÁTICA ,Presencial,Imperatriz,MA,18,17,8,0.471,2,Conceito superior a 1,Imperatriz - Presencial,2,18,17,0.471,E,Restante do Brasil
2025,1333201,1810,1,10026,702,1,3549904,35,3,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",IFSP,MATEMÁTICA ,Presencial,São José dos Campos,SP,17,16,15,0.938,5,Conceito superior a 1,São José dos Campos - Presencial,5,17,16,0.938,E,Restante do Brasil
2025,1338287,601,1,10026,702,1,4313508,43,4,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL",IFRS,MATEMÁTICA ,Presencial,Osório,RS,3,3,2,0.667,3,Conceito superior a 1,Osório - Presencial,3,3,3,0.667,E,Restante do Brasil
2025,1340989,1810,1,10026,702,1,3513504,35,3,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",IFSP,MATEMÁTICA ,Presencial,Cubatão,SP,16,16,11,0.688,3,Conceito superior a 1,Cubatão - Presencial,3,16,16,0.688,E,Restante do Brasil
2025,1341230,1820,1,10026,702,1,2202703,22,2,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ",IFPI,MATEMÁTICA ,Presencial,Cocal,PI,12,12,5,0.417,2,Conceito superior a 1,Cocal - Presencial,2,12,12,0.417,E,Restante do Brasil
2025,1341347,1810,1,10026,702,1,3522307,35,3,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",IFSP,MATEMÁTICA ,Presencial,Itapetininga,SP,13,12,3,0.25,1,Conceito 1,Itapetininga - Presencial,1,13,12,0.25,E,Restante do Brasil
2025,1349112,4428,3,10022,702,1,3302403,33,3,FACULDADE PROFESSOR MIGUEL ÂNGELO DA SILVA SANTOS,FEMASS,MATEMÁTICA ,Presencial,Macaé,RJ,14,10,7,0.7,3,Conceito superior a 1,Macaé - Presencial,3,14,10,0.7,E,Restante do Brasil
2025,1350689,568,2,10028,702,1,2108207,21,2,UNIVERSIDADE ESTADUAL DO MARANHÃO,UEMA,MATEMÁTICA ,Presencial,Pedreiras,MA,7,7,2,0.286,1,Conceito 1,Pedreiras - Presencial,1,7,7,0.286,E,Restante do Brasil
2025,1366967,1810,1,10026,702,1,3519071,35,3,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",IFSP,MATEMÁTICA ,Presencial,Hortolândia,SP,17,16,8,0.5,2,Conceito superior a 1,Hortolândia - Presencial,2,17,16,0.5,E,Restante do Brasil
2025,1375344,3840,4,10020,702,0,4209300,42,4,CENTRO UNIVERSITÁRIO FACVEST,UNIFACVEST,MATEMÁTICA ,EaD,Lages,SC,32,16,7,0.438,2,Conceito superior a 1,Lages - EaD,2,32,16,0.438,E,Restante do Brasil
2025,1379285,1510,4,10020,702,0,4216602,42,4,CENTRO UNIVERSITÁRIO ESTÁCIO DE SANTA CATARINA - ESTÁCIO SANTA CATARINA,,MATEMÁTICA ,EaD,São José,SC,101,51,18,0.353,1,Conceito 1,São José - EaD,1,101,51,0.353,E,Restante do Brasil
2025,1382647,22,8,10028,702,0,3550308,35,3,UNIVERSIDADE PRESBITERIANA MACKENZIE,MACKENZIE,MATEMÁTICA ,EaD,São Paulo,SP,10,9,6,0.667,3,Conceito superior a 1,São Paulo - EaD,3,10,9,0.667,E,Restante do Brasil
2025,1382815,437,4,10028,702,0,4128104,41,4,UNIVERSIDADE PARANAENSE,UNIPAR,MATEMÁTICA ,EaD,Umuarama,PR,4,4,1,0.25,1,Conceito 1,Umuarama - EaD,1,4,4,0.25,E,Restante do Brasil
2025,1385337,665,7,10028,702,0,3554102,35,3,UNIVERSIDADE DE TAUBATÉ,UNITAU,MATEMÁTICA ,EaD,Taubaté,SP,2,1,,,SC,Sem conceito,Taubaté - EaD,,2,1,,E,Restante do Brasil
2025,1387235,3165,1,10026,702,1,3147006,31,3,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DO TRIÂNGULO MINEIRO",IFTM,MATEMÁTICA ,Presencial,Paracatu,MG,10,4,1,0.25,1,Conceito 1,Paracatu - Presencial,1,10,4,0.25,E,Restante do Brasil
2025,1396228,673,5,10020,702,0,5003702,50,5,CENTRO UNIVERSITÁRIO DA GRANDE DOURADOS,UNIGRAN,MATEMÁTICA ,EaD,Dourados,MS,18,14,7,0.5,2,Conceito superior a 1,Dourados - EaD,2,18,14,0.5,E,Restante do Brasil
2025,1399848,15507,1,10026,702,1,1200401,12,1,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,MATEMÁTICA ,Presencial,Rio Branco,AC,13,11,2,0.182,1,Conceito 1,Rio Branco - Presencial,1,13,11,0.182,D,Restante da Região Norte
2025,1401623,18165,2,10028,702,0,3550308,35,3,Fundação Universidade Virtual do Estado de São Paulo,UNIVESP,MATEMÁTICA ,EaD,São Paulo,SP,525,214,92,0.43,2,Conceito superior a 1,São Paulo - EaD,2,525,214,0.43,E,Restante do Brasil
2025,1405215,1326,4,10020,702,0,3205002,32,3,Centro Universitário Multivix Serra,MULTIVIX SERRA,MATEMÁTICA ,EaD,Serra,ES,30,22,10,0.455,2,Conceito superior a 1,Serra - EaD,2,30,22,0.455,E,Restante do Brasil
