CO_CURSO,qe_i68_n,qe_i68_media,qe_i68_mediana,qe_i68_dp,qe_i68_nota_9_10_n,qe_i68_nota_0_6_n,qe_i68_nota_9_10_pct,qe_i68_nota_0_6_pct,qe_i69_n,qe_i69_media,qe_i69_mediana,qe_i69_dp,qe_i69_nota_9_10_n,qe_i69_nota_0_6_n,qe_i69_nota_9_10_pct,qe_i69_nota_0_6_pct,qe_i70_n,qe_i70_interesse_n,qe_i70_interesse_pct
80827,5,8.0,8.0,2.1213203435596424,2,1,0.4,0.2,5,9.2,10.0,1.30384048104053,4,0,0.8,0.0,5,5,1.0
81423,22,9.0,10.0,1.3801311186847094,15,1,0.6818181818181818,0.045454545454545456,22,9.5,10.0,0.9636241116594314,19,0,0.8636363636363636,0.0,22,21,0.9545454545454546
81660,9,9.333333333333334,10.0,1.118033988749895,7,0,0.7777777777777778,0.0,9,9.444444444444445,10.0,0.881917103688197,7,0,0.7777777777777778,0.0,9,9,1.0
81812,17,8.176470588235293,8.0,2.0073394742060655,8,3,0.47058823529411764,0.17647058823529413,17,8.411764705882353,9.0,1.970368732287556,11,2,0.6470588235294118,0.11764705882352941,17,14,0.8235294117647058
82658,39,8.051282051282051,9.0,2.459661058686081,20,5,0.5128205128205128,0.1282051282051282,39,8.64102564102564,10.0,2.569939375561626,30,5,0.7692307692307693,0.1282051282051282,39,39,1.0
83289,13,8.76923076923077,9.0,1.012739367083667,7,0,0.5384615384615384,0.0,13,8.846153846153847,9.0,1.0681880176381127,7,0,0.5384615384615384,0.0,13,12,0.9230769230769231
83302,35,7.771428571428571,8.0,2.1974010622941424,14,6,0.4,0.17142857142857143,35,7.714285714285714,8.0,2.136123875172981,13,7,0.37142857142857144,0.2,35,34,0.9714285714285714
83312,18,8.88888888888889,10.0,1.9063018984684914,13,2,0.7222222222222222,0.1111111111111111,18,9.166666666666666,10.0,1.7573375583870186,14,2,0.7777777777777778,0.1111111111111111,18,16,0.8888888888888888
83318,21,8.523809523809524,9.0,1.5368489717290905,12,2,0.5714285714285714,0.09523809523809523,21,8.80952380952381,10.0,1.6917165134574892,15,3,0.7142857142857143,0.14285714285714285,21,21,1.0
83330,12,7.666666666666667,8.5,2.70801280154532,6,2,0.5,0.16666666666666666,12,8.583333333333334,9.0,1.6213537179739284,7,1,0.5833333333333334,0.08333333333333333,12,11,0.9166666666666666
83929,22,9.545454545454545,10.0,0.8578640544577768,19,0,0.8636363636363636,0.0,22,9.772727272727273,10.0,0.6119304490372044,20,0,0.9090909090909091,0.0,22,22,1.0
84374,10,7.5,8.0,3.13581462037113,4,2,0.4,0.2,10,8.9,9.5,1.66332999331662,8,1,0.8,0.1,10,9,0.9
85320,22,8.545454545454545,10.0,1.8955404488096772,14,5,0.6363636363636364,0.22727272727272727,22,9.363636363636363,10.0,1.0930714500000434,17,1,0.7727272727272727,0.045454545454545456,22,21,0.9545454545454546
85760,17,8.764705882352942,9.0,1.6404805608687456,11,2,0.6470588235294118,0.11764705882352941,17,7.529411764705882,8.0,2.917996895535179,8,5,0.47058823529411764,0.29411764705882354,17,17,1.0
86396,21,8.904761904761905,10.0,1.6094956323259126,14,2,0.6666666666666666,0.09523809523809523,21,9.380952380952381,10.0,1.244033378820298,17,1,0.8095238095238095,0.047619047619047616,21,17,0.8095238095238095
88788,29,8.586206896551724,9.0,1.6150462483274133,18,4,0.6206896551724138,0.13793103448275862,29,8.931034482758621,10.0,1.6241708760111286,21,3,0.7241379310344828,0.10344827586206896,29,27,0.9310344827586207
92391,11,9.727272727272727,10.0,0.46709936649691386,11,0,1.0,0.0,11,9.909090909090908,10.0,0.3015113445777635,11,0,1.0,0.0,11,11,1.0
94692,3,10.0,10.0,0.0,3,0,1.0,0.0,3,10.0,10.0,0.0,3,0,1.0,0.0,3,3,1.0
95055,17,8.117647058823529,9.0,2.689850203570277,9,3,0.5294117647058824,0.17647058823529413,17,8.705882352941176,10.0,2.2848606599296417,12,2,0.7058823529411765,0.11764705882352941,17,17,1.0
95221,6,9.666666666666666,10.0,0.816496580927726,5,0,0.8333333333333334,0.0,6,9.5,10.0,0.8366600265340756,5,0,0.8333333333333334,0.0,6,4,0.6666666666666666
96158,38,7.342105263157895,8.0,2.430396650860121,14,11,0.3684210526315789,0.2894736842105263,38,9.0,10.0,1.8599622199011092,29,2,0.7631578947368421,0.05263157894736842,38,29,0.7631578947368421
96913,16,6.875,8.0,3.685557397915997,7,6,0.4375,0.375,16,7.0625,9.5,3.785388575386504,9,6,0.5625,0.375,16,14,0.875
96955,3,8.333333333333334,8.0,1.5275252316519465,1,0,0.3333333333333333,0.0,3,9.333333333333334,10.0,1.1547005383792515,2,0,0.6666666666666666,0.0,3,2,0.6666666666666666
99045,41,7.902439024390244,8.0,2.4779515536908754,20,7,0.4878048780487805,0.17073170731707318,41,8.463414634146341,9.0,1.8854384234921309,23,3,0.5609756097560976,0.07317073170731707,41,38,0.926829268292683
99503,13,7.923076923076923,8.0,2.4311018921995866,6,3,0.46153846153846156,0.23076923076923078,13,9.538461538461538,10.0,0.7762500258061846,11,0,0.8461538461538461,0.0,13,13,1.0
99806,43,8.30232558139535,8.0,1.6114897532426953,20,6,0.46511627906976744,0.13953488372093023,43,9.279069767441861,10.0,1.1613945106217465,32,1,0.7441860465116279,0.023255813953488372,43,40,0.9302325581395349
99898,8,8.5,9.0,1.6903085094570331,4,1,0.5,0.125,8,9.875,10.0,0.35355339059327373,8,0,1.0,0.0,8,7,0.875
99952,980,8.403061224489797,9.0,2.0308626948462583,580,140,0.5918367346938775,0.14285714285714285,980,8.083673469387755,9.0,2.286242278139302,520,184,0.5306122448979592,0.18775510204081633,980,895,0.9132653061224489
100309,76,8.131578947368421,9.0,2.223163543320841,43,16,0.5657894736842105,0.21052631578947367,76,7.7894736842105265,8.5,2.3906249641669537,38,20,0.5,0.2631578947368421,76,70,0.9210526315789473
100369,7,9.142857142857142,10.0,1.2149857925879117,5,0,0.7142857142857143,0.0,7,9.714285714285714,10.0,0.7559289460184545,6,0,0.8571428571428571,0.0,7,6,0.8571428571428571
100373,17,8.588235294117647,9.0,1.4168108346481798,9,1,0.5294117647058824,0.058823529411764705,17,8.882352941176471,9.0,1.2689736473414488,10,1,0.5882352941176471,0.058823529411764705,17,17,1.0
100412,12,8.75,10.0,1.712255291076124,7,1,0.5833333333333334,0.08333333333333333,12,8.666666666666666,10.0,1.8257418583505538,7,2,0.5833333333333334,0.16666666666666666,12,12,1.0
100620,10,9.3,10.0,1.337493509849259,8,1,0.8,0.1,10,9.0,10.0,1.6996731711975948,7,2,0.7,0.2,10,9,0.9
100690,50,9.12,10.0,1.2719902451172618,36,2,0.72,0.04,50,9.18,10.0,1.3804761083460613,37,3,0.74,0.06,50,49,0.98
100724,19,8.842105263157896,9.0,1.16729306492209,11,0,0.5789473684210527,0.0,19,8.105263157894736,9.0,2.078854835456431,11,5,0.5789473684210527,0.2631578947368421,19,18,0.9473684210526315
100775,8,8.875,10.0,1.642080561796093,5,1,0.625,0.125,8,9.5,10.0,1.069044967649698,7,0,0.875,0.0,8,8,1.0
100808,10,9.1,10.0,1.197218999737865,6,0,0.6,0.0,10,9.2,10.0,1.398411797560202,7,1,0.7,0.1,10,10,1.0
100916,10,7.2,7.5,2.250925735484551,3,4,0.3,0.4,10,8.1,9.0,1.9119507199599983,6,3,0.6,0.3,10,10,1.0
101556,7,8.571428571428571,9.0,1.8126539343499313,4,1,0.5714285714285714,0.14285714285714285,7,9.571428571428571,10.0,0.7867957924694431,6,0,0.8571428571428571,0.0,7,6,0.8571428571428571
102152,25,8.4,9.0,1.5275252316519468,13,4,0.52,0.16,25,9.32,10.0,0.9,20,0,0.8,0.0,25,24,0.96
102430,29,8.827586206896552,10.0,1.5826958357101926,19,3,0.6551724137931034,0.10344827586206896,29,9.379310344827585,10.0,1.2653004471961902,24,1,0.8275862068965517,0.034482758620689655,29,28,0.9655172413793104
102576,71,8.338028169014084,9.0,2.0067291223839216,43,15,0.6056338028169014,0.2112676056338028,71,9.225352112676056,10.0,1.232850160036741,56,4,0.7887323943661971,0.056338028169014086,71,70,0.9859154929577465
102588,13,6.846153846153846,8.0,3.5787836352163436,5,4,0.38461538461538464,0.3076923076923077,13,9.23076923076923,10.0,1.0919284281983375,9,0,0.6923076923076923,0.0,13,13,1.0
102944,7,8.571428571428571,9.0,1.3972762620115435,4,1,0.5714285714285714,0.14285714285714285,7,9.428571428571429,10.0,0.7867957924694436,6,0,0.8571428571428571,0.0,7,6,0.8571428571428571
103381,29,8.827586206896552,10.0,2.1055872190307894,20,2,0.6896551724137931,0.06896551724137931,29,8.931034482758621,10.0,1.8503095201065811,20,2,0.6896551724137931,0.06896551724137931,29,29,1.0
103572,20,9.35,10.0,1.039989878493258,16,0,0.8,0.0,20,9.5,10.0,0.8271701918685108,16,0,0.8,0.0,20,18,0.9
104282,6,8.833333333333334,9.0,1.1690451944500124,4,0,0.6666666666666666,0.0,6,9.5,9.5,0.5477225575051661,6,0,1.0,0.0,6,6,1.0
104814,17,9.0,9.0,1.0000000000000007,11,0,0.6470588235294118,0.0,17,8.941176470588236,9.0,1.1440382552221608,10,0,0.5882352941176471,0.0,17,16,0.9411764705882353
106404,17,8.235294117647058,8.0,1.601928984252496,8,3,0.47058823529411764,0.17647058823529413,17,9.0,10.0,1.7677669529663695,13,3,0.7647058823529411,0.17647058823529413,17,17,1.0
107520,49,7.857142857142857,8.0,1.925703334715224,20,10,0.40816326530612246,0.20408163265306123,49,8.857142857142858,10.0,2.1311186420907364,38,5,0.7755102040816326,0.10204081632653061,49,47,0.9591836734693877
108012,1,10.0,10.0,,1,0,1.0,0.0,1,8.0,8.0,,0,0,0.0,0.0,1,1,1.0
108730,14,8.642857142857142,8.5,1.1507283885330306,7,1,0.5,0.07142857142857142,14,9.214285714285714,10.0,1.1883130530663677,11,1,0.7857142857142857,0.07142857142857142,14,14,1.0
108734,35,8.742857142857142,10.0,1.9150004936699887,24,5,0.6857142857142857,0.14285714285714285,35,9.028571428571428,10.0,1.740279123753264,26,4,0.7428571428571429,0.11428571428571428,35,31,0.8857142857142857
109356,9,7.111111111111111,7.0,2.4720661623652207,2,2,0.2222222222222222,0.2222222222222222,9,6.444444444444445,7.0,2.96273147243853,2,4,0.2222222222222222,0.4444444444444444,9,8,0.8888888888888888
109768,18,8.88888888888889,9.5,1.3234931004459767,11,1,0.6111111111111112,0.05555555555555555,18,8.5,8.5,1.2485285456935955,9,1,0.5,0.05555555555555555,18,18,1.0
109948,35,8.114285714285714,9.0,2.233059475663096,18,7,0.5142857142857142,0.2,35,8.571428571428571,10.0,2.32992949004287,23,4,0.6571428571428571,0.11428571428571428,35,32,0.9142857142857143
111506,5,9.8,10.0,0.44721359549995804,5,0,1.0,0.0,5,10.0,10.0,0.0,5,0,1.0,0.0,5,5,1.0
113030,18,8.333333333333334,9.0,2.14201664188625,9,2,0.5,0.1111111111111111,18,7.888888888888889,8.0,2.3736020997851717,8,3,0.4444444444444444,0.16666666666666666,18,18,1.0
113295,14,8.714285714285714,9.5,1.489892687336984,8,1,0.5714285714285714,0.07142857142857142,14,9.642857142857142,10.0,0.6333236937766512,13,0,0.9285714285714286,0.0,14,14,1.0
113490,47,9.127659574468085,10.0,1.3612178255325786,35,4,0.7446808510638298,0.0851063829787234,47,9.127659574468085,10.0,1.3770955774445015,34,4,0.723404255319149,0.0851063829787234,47,42,0.8936170212765957
113589,7,9.571428571428571,10.0,0.7867957924694431,6,0,0.8571428571428571,0.0,7,9.714285714285714,10.0,0.4879500364742666,7,0,1.0,0.0,7,7,1.0
113907,66,8.954545454545455,10.0,1.4825323260900924,44,4,0.6666666666666666,0.06060606060606061,66,9.378787878787879,10.0,1.0921418830783358,55,2,0.8333333333333334,0.030303030303030304,66,64,0.9696969696969697
113953,30,8.766666666666667,9.0,1.4546793303071943,18,3,0.6,0.1,30,8.9,10.0,2.0231419743250503,22,2,0.7333333333333333,0.06666666666666667,30,30,1.0
114388,3,8.333333333333334,8.0,0.5773502691896255,1,0,0.3333333333333333,0.0,3,9.333333333333334,9.0,0.5773502691896255,3,0,1.0,0.0,3,2,0.6666666666666666
114556,13,8.461538461538462,9.0,1.5607361839521232,7,2,0.5384615384615384,0.15384615384615385,13,9.23076923076923,10.0,1.0127393670836666,10,0,0.7692307692307693,0.0,13,12,0.9230769230769231
114853,91,8.142857142857142,8.0,2.2089284912294196,45,15,0.4945054945054945,0.16483516483516483,91,9.032967032967033,10.0,1.5807912888490694,66,7,0.7252747252747253,0.07692307692307693,91,90,0.989010989010989
115086,9,8.666666666666666,10.0,2.958039891549808,7,1,0.7777777777777778,0.1111111111111111,9,9.88888888888889,10.0,0.33333333333333326,9,0,1.0,0.0,9,7,0.7777777777777778
116144,13,9.307692307692308,10.0,1.0315534712764842,10,0,0.7692307692307693,0.0,13,9.307692307692308,10.0,1.0315534712764842,10,0,0.7692307692307693,0.0,13,10,0.7692307692307693
116730,5,9.0,9.0,1.224744871391589,4,0,0.8,0.0,5,9.2,9.0,0.8366600265340758,4,0,0.8,0.0,5,5,1.0
116820,3,9.333333333333334,10.0,1.1547005383792515,2,0,0.6666666666666666,0.0,3,9.333333333333334,9.0,0.5773502691896255,3,0,1.0,0.0,3,3,1.0
116856,10,7.2,8.0,2.8982753492378874,4,2,0.4,0.2,10,8.4,9.0,2.716206504995115,7,1,0.7,0.1,10,9,0.9
116882,16,7.625,8.0,2.9636688973860306,7,4,0.4375,0.25,16,8.375,8.5,1.8929694486000914,8,2,0.5,0.125,16,16,1.0
117196,2,9.5,9.5,0.7071067811865476,2,0,1.0,0.0,2,10.0,10.0,0.0,2,0,1.0,0.0,2,2,1.0
118100,58,9.137931034482758,10.0,1.4442660475871287,44,3,0.7586206896551724,0.05172413793103448,58,9.431034482758621,10.0,1.390595845602748,50,3,0.8620689655172413,0.05172413793103448,58,57,0.9827586206896551
118564,4,8.0,9.0,2.8284271247461903,2,1,0.5,0.25,4,8.75,10.0,2.5,3,1,0.75,0.25,4,3,0.75
120389,11,8.090909090909092,9.0,2.9817627489304193,6,2,0.5454545454545454,0.18181818181818182,11,8.363636363636363,10.0,2.975658826973525,7,1,0.6363636363636364,0.09090909090909091,11,10,0.9090909090909091
120767,2,10.0,10.0,0.0,2,0,1.0,0.0,2,10.0,10.0,0.0,2,0,1.0,0.0,2,2,1.0
121013,23,9.043478260869565,10.0,1.330695678260922,17,1,0.7391304347826086,0.043478260869565216,23,9.0,9.0,1.5666989036012817,18,1,0.782608695652174,0.043478260869565216,23,20,0.8695652173913043
121792,6,8.833333333333334,9.0,1.329160135825126,3,0,0.5,0.0,6,8.833333333333334,9.0,1.329160135825126,3,0,0.5,0.0,6,6,1.0
122122,28,8.821428571428571,10.0,1.3892063129334615,15,2,0.5357142857142857,0.07142857142857142,28,9.142857142857142,10.0,1.3253730631840077,19,1,0.6785714285714286,0.03571428571428571,28,23,0.8214285714285714
122358,0,,,,0,0,nan,nan,0,,,,0,0,nan,nan,0,0,
122746,18,8.38888888888889,9.0,2.0040808040797766,12,4,0.6666666666666666,0.2222222222222222,18,9.11111111111111,10.0,1.6409785061104063,14,2,0.7777777777777778,0.1111111111111111,18,18,1.0
123356,13,8.538461538461538,10.0,2.933012803000372,10,2,0.7692307692307693,0.15384615384615385,13,8.692307692307692,10.0,2.780426087988895,10,1,0.7692307692307693,0.07692307692307693,13,11,0.8461538461538461
123472,56,8.517857142857142,9.0,1.7161380684927046,31,9,0.5535714285714286,0.16071428571428573,56,8.160714285714286,9.0,2.2055861782325326,29,10,0.5178571428571429,0.17857142857142858,56,48,0.8571428571428571
123494,2,10.0,10.0,0.0,2,0,1.0,0.0,2,10.0,10.0,0.0,2,0,1.0,0.0,2,2,1.0
123519,13,9.23076923076923,10.0,0.9268086959962983,9,0,0.6923076923076923,0.0,13,9.384615384615385,10.0,0.9607689228305228,11,0,0.8461538461538461,0.0,13,13,1.0
123787,2,9.5,9.5,0.7071067811865476,2,0,1.0,0.0,2,9.5,9.5,0.7071067811865476,2,0,1.0,0.0,2,2,1.0
300520,22,8.363636363636363,9.5,2.012945118960786,12,4,0.5454545454545454,0.18181818181818182,22,8.318181818181818,9.5,2.0091780749342596,13,6,0.5909090909090909,0.2727272727272727,22,21,0.9545454545454546
312333,40,7.775,8.0,2.4124410448489297,18,10,0.45,0.25,40,9.475,10.0,0.9604352645732541,32,1,0.8,0.025,40,35,0.875
1101770,43,9.023255813953488,10.0,1.5959527993531057,33,4,0.7674418604651163,0.09302325581395349,43,8.744186046511627,9.0,1.7056352434240416,30,6,0.6976744186046512,0.13953488372093023,43,35,0.813953488372093
1102402,21,8.904761904761905,9.0,1.3001831372834327,14,1,0.6666666666666666,0.047619047619047616,21,8.714285714285714,10.0,2.629502940535666,17,3,0.8095238095238095,0.14285714285714285,21,14,0.6666666666666666
1102641,4,10.0,10.0,0.0,4,0,1.0,0.0,4,9.5,10.0,0.9999999999999998,3,0,0.75,0.0,4,4,1.0
1102795,9,9.222222222222221,10.0,1.0929064207170007,7,0,0.7777777777777778,0.0,9,8.555555555555555,10.0,2.7888667551135846,7,2,0.7777777777777778,0.2222222222222222,9,8,0.8888888888888888
1102963,4,6.75,8.5,4.573474244670748,2,1,0.5,0.25,4,6.25,7.5,4.349329450233296,1,1,0.25,0.25,4,3,0.75
1103025,10,9.0,9.5,1.1547005383792515,6,0,0.6,0.0,10,9.3,10.0,1.0593499054713809,8,0,0.8,0.0,10,10,1.0
1103031,10,9.1,9.0,0.9944289260117533,8,0,0.8,0.0,10,9.5,9.5,0.5270462766947301,10,0,1.0,0.0,10,6,0.6
1103032,4,9.0,9.5,1.4142135623730951,3,0,0.75,0.0,4,9.0,9.5,1.4142135623730951,3,0,0.75,0.0,4,4,1.0
1103185,2,9.5,9.5,0.7071067811865476,2,0,1.0,0.0,2,10.0,10.0,0.0,2,0,1.0,0.0,2,2,1.0
1103461,15,8.333333333333334,9.0,2.3196879921559237,10,3,0.6666666666666666,0.2,15,9.066666666666666,10.0,2.0862360730226466,12,1,0.8,0.06666666666666667,15,14,0.9333333333333333
1103556,14,8.214285714285714,9.5,2.8059982846798706,8,2,0.5714285714285714,0.14285714285714285,14,9.214285714285714,10.0,1.4769288003552106,10,1,0.7142857142857143,0.07142857142857142,14,13,0.9285714285714286
1103657,14,7.428571428571429,8.5,3.1308461799005394,7,4,0.5,0.2857142857142857,14,9.285714285714286,10.0,1.0690449676496971,10,0,0.7142857142857143,0.0,14,13,0.9285714285714286
1103813,29,8.931034482758621,10.0,1.5102278560998348,21,3,0.7241379310344828,0.10344827586206896,29,9.482758620689655,10.0,1.0219270890672478,27,1,0.9310344827586207,0.034482758620689655,29,29,1.0
1103910,18,7.888888888888889,8.0,1.5676467522593476,7,3,0.3888888888888889,0.16666666666666666,18,8.444444444444445,9.0,1.6528841894672628,10,3,0.5555555555555556,0.16666666666666666,18,16,0.8888888888888888
1103911,28,8.357142857142858,10.0,2.3287937700192396,18,7,0.6428571428571429,0.25,28,9.107142857142858,10.0,1.6630914033428885,21,2,0.75,0.07142857142857142,28,27,0.9642857142857143
1103912,10,9.0,9.5,1.5634719199411433,8,1,0.8,0.1,10,8.9,10.0,1.66332999331662,7,2,0.7,0.2,10,8,0.8
1103914,25,8.6,9.0,1.914854215512676,17,3,0.68,0.12,25,9.04,10.0,1.8138357147217066,19,4,0.76,0.16,25,25,1.0
1105218,22,7.5,8.5,3.082207001484488,11,6,0.5,0.2727272727272727,22,8.636363636363637,9.5,1.9159842564581968,15,4,0.6818181818181818,0.18181818181818182,22,21,0.9545454545454546
1106721,6,9.5,10.0,0.8366600265340756,5,0,0.8333333333333334,0.0,6,9.5,10.0,0.8366600265340756,5,0,0.8333333333333334,0.0,6,6,1.0
1108212,23,8.391304347826088,9.0,2.29107220700429,13,2,0.5652173913043478,0.08695652173913043,23,9.608695652173912,10.0,0.7223151185146149,20,0,0.8695652173913043,0.0,23,22,0.9565217391304348
1111510,5,9.2,10.0,1.0954451150103326,3,0,0.6,0.0,5,9.2,10.0,1.0954451150103326,3,0,0.6,0.0,5,5,1.0
1117203,10,9.1,10.0,1.595131481867387,8,1,0.8,0.1,10,9.7,10.0,0.674948557710553,9,0,0.9,0.0,10,7,0.7
1122743,15,8.333333333333334,9.0,1.8387366263150307,9,4,0.6,0.26666666666666666,15,8.066666666666666,9.0,1.9808608037440503,8,3,0.5333333333333333,0.2,15,15,1.0
1123270,22,8.409090909090908,9.5,2.3023609188973397,13,3,0.5909090909090909,0.13636363636363635,22,8.545454545454545,10.0,2.4246211825330324,16,4,0.7272727272727273,0.18181818181818182,22,21,0.9545454545454546
1126144,7,9.857142857142858,10.0,0.3779644730092272,7,0,1.0,0.0,7,10.0,10.0,0.0,7,0,1.0,0.0,7,7,1.0
1127113,26,8.423076923076923,8.0,1.4470128381759972,11,3,0.4230769230769231,0.11538461538461539,26,8.807692307692308,9.0,1.2335065713397975,16,2,0.6153846153846154,0.07692307692307693,26,26,1.0
1127676,10,8.7,9.5,1.5670212364724205,6,1,0.6,0.1,10,9.9,10.0,0.3162277660168379,10,0,1.0,0.0,10,8,0.8
1128030,17,8.882352941176471,10.0,2.0881317289977317,13,2,0.7647058823529411,0.11764705882352941,17,9.0,10.0,2.0615528128088307,13,2,0.7647058823529411,0.11764705882352941,17,17,1.0
1128096,25,9.28,10.0,1.3076696830622028,18,1,0.72,0.04,25,9.64,10.0,0.8602325267042626,21,0,0.84,0.0,25,23,0.92
1128169,47,7.914893617021277,8.0,2.385005580469659,23,10,0.48936170212765956,0.2127659574468085,47,9.212765957446809,10.0,1.4881586260231852,39,3,0.8297872340425532,0.06382978723404255,47,43,0.9148936170212766
1128360,13,8.76923076923077,9.0,1.3634420996046588,7,1,0.5384615384615384,0.07692307692307693,13,9.23076923076923,10.0,1.3634420996046581,10,1,0.7692307692307693,0.07692307692307693,13,13,1.0
1128375,6,9.666666666666666,10.0,0.816496580927726,5,0,0.8333333333333334,0.0,6,10.0,10.0,0.0,6,0,1.0,0.0,6,6,1.0
1128378,11,8.909090909090908,9.0,1.513574937328539,8,1,0.7272727272727273,0.09090909090909091,11,9.454545454545455,10.0,0.8201995322647243,9,0,0.8181818181818182,0.0,11,11,1.0
1128936,12,8.25,9.0,2.137330535547045,6,2,0.5,0.16666666666666666,12,8.333333333333334,9.5,2.7413776673693677,8,2,0.6666666666666666,0.16666666666666666,12,11,0.9166666666666666
1128938,12,9.666666666666666,10.0,0.7784989441615237,10,0,0.8333333333333334,0.0,12,10.0,10.0,0.0,12,0,1.0,0.0,12,12,1.0
1129073,11,9.727272727272727,10.0,0.6466697906828633,10,0,0.9090909090909091,0.0,11,9.909090909090908,10.0,0.3015113445777635,11,0,1.0,0.0,11,11,1.0
1131697,26,8.038461538461538,8.0,2.473552412717696,12,5,0.46153846153846156,0.19230769230769232,26,9.307692307692308,10.0,1.1922828781536967,20,1,0.7692307692307693,0.038461538461538464,26,22,0.8461538461538461
1135958,3,9.333333333333334,10.0,1.1547005383792515,2,0,0.6666666666666666,0.0,3,9.0,9.0,1.0,2,0,0.6666666666666666,0.0,3,3,1.0
1137846,22,8.227272727272727,9.0,2.245245096003005,14,4,0.6363636363636364,0.18181818181818182,22,8.818181818181818,9.5,1.8679340162804172,17,3,0.7727272727272727,0.13636363636363635,22,20,0.9090909090909091
1139335,4,9.75,10.0,0.5000000000000001,4,0,1.0,0.0,4,9.75,10.0,0.5000000000000001,4,0,1.0,0.0,4,4,1.0
1140021,18,8.833333333333334,9.5,1.465284553774253,11,1,0.6111111111111112,0.05555555555555555,18,9.166666666666666,10.0,1.3826657968874303,14,1,0.7777777777777778,0.05555555555555555,18,16,0.8888888888888888
1142320,10,8.4,9.0,1.577621275493231,6,2,0.6,0.2,10,9.7,10.0,0.674948557710553,9,0,0.9,0.0,10,8,0.8
1151457,6,8.666666666666666,9.5,1.9663841605003503,4,1,0.6666666666666666,0.16666666666666666,6,8.833333333333334,10.0,2.041241452319315,4,1,0.6666666666666666,0.16666666666666666,6,6,1.0
1152312,4,9.25,9.5,0.9574271077563381,3,0,0.75,0.0,4,10.0,10.0,0.0,4,0,1.0,0.0,4,4,1.0
1152591,7,8.0,10.0,2.581988897471611,4,3,0.5714285714285714,0.42857142857142855,7,8.428571428571429,10.0,2.439750182371333,5,2,0.7142857142857143,0.2857142857142857,7,6,0.8571428571428571
1152637,15,8.533333333333333,9.0,2.416215064536938,11,2,0.7333333333333333,0.13333333333333333,15,9.0,10.0,1.7728105208558367,12,3,0.8,0.2,15,14,0.9333333333333333
1152880,26,8.807692307692308,10.0,1.6737796932507165,17,3,0.6538461538461539,0.11538461538461539,26,9.23076923076923,10.0,1.3655092034165808,21,2,0.8076923076923077,0.07692307692307693,26,25,0.9615384615384616
1153801,33,8.424242424242424,9.0,2.1941727232362402,18,4,0.5454545454545454,0.12121212121212122,33,8.727272727272727,10.0,2.1545406597568437,21,3,0.6363636363636364,0.09090909090909091,33,29,0.8787878787878788
1154825,18,8.666666666666666,10.0,1.878672873255449,11,2,0.6111111111111112,0.1111111111111111,18,9.11111111111111,10.0,1.4907119849998605,13,1,0.7222222222222222,0.05555555555555555,18,18,1.0
1155366,16,8.75,10.0,2.3523038352503134,12,2,0.75,0.125,16,9.0625,10.0,1.5692354826475214,12,1,0.75,0.0625,16,14,0.875
1156565,4,10.0,10.0,0.0,4,0,1.0,0.0,4,9.5,9.5,0.5773502691896255,4,0,1.0,0.0,4,4,1.0
1156623,7,9.428571428571429,10.0,0.7867957924694436,6,0,0.8571428571428571,0.0,7,8.714285714285714,9.0,1.4960264830861916,4,1,0.5714285714285714,0.14285714285714285,7,7,1.0
1160182,7,9.428571428571429,10.0,0.7867957924694436,6,0,0.8571428571428571,0.0,7,9.571428571428571,10.0,0.7867957924694431,6,0,0.8571428571428571,0.0,7,7,1.0
1160371,29,8.10344827586207,9.0,1.9520104578577973,16,8,0.5517241379310345,0.27586206896551724,29,8.03448275862069,8.0,1.9361736680645159,13,6,0.4482758620689655,0.20689655172413793,29,28,0.9655172413793104
1160424,5,9.8,10.0,0.44721359549995804,5,0,1.0,0.0,5,9.8,10.0,0.44721359549995804,5,0,1.0,0.0,5,4,0.8
1160481,5,9.8,10.0,0.44721359549995804,5,0,1.0,0.0,5,7.4,8.0,3.714835124201342,2,1,0.4,0.2,5,5,1.0
1160830,323,8.06811145510836,9.0,2.375144028315135,173,59,0.5356037151702786,0.1826625386996904,323,7.461300309597523,8.0,2.726831400007751,149,93,0.4613003095975232,0.28792569659442724,323,298,0.9226006191950464
1160979,21,8.285714285714286,9.0,1.8746428231227712,13,5,0.6190476190476191,0.23809523809523808,21,8.666666666666666,9.0,1.7126976771553504,13,3,0.6190476190476191,0.14285714285714285,21,20,0.9523809523809523
1161404,28,8.25,8.0,1.647107453374844,13,2,0.4642857142857143,0.07142857142857142,28,9.071428571428571,9.5,1.0862293403762304,18,1,0.6428571428571429,0.03571428571428571,28,28,1.0
1166758,18,8.166666666666666,9.0,2.0651164331225833,11,3,0.6111111111111112,0.16666666666666666,18,8.777777777777779,10.0,1.8647048514460776,12,1,0.6666666666666666,0.05555555555555555,18,16,0.8888888888888888
1168573,9,9.88888888888889,10.0,0.33333333333333326,9,0,1.0,0.0,9,9.777777777777779,10.0,0.44095855184409843,9,0,1.0,0.0,9,9,1.0
1172590,114,8.631578947368421,10.0,2.044908020497798,75,16,0.6578947368421053,0.14035087719298245,114,8.456140350877194,10.0,2.26219546770601,71,20,0.6228070175438597,0.17543859649122806,114,107,0.9385964912280702
1179877,33,8.181818181818182,9.0,2.068431553353673,18,7,0.5454545454545454,0.21212121212121213,33,8.06060606060606,8.0,2.075743751336403,16,4,0.48484848484848486,0.12121212121212122,33,31,0.9393939393939394
